"Comment","Recordid","Date"
"From: Erigero, David <david.erigero@sf.frb.org>  Sent: Tuesday, October 13, 2020 10:37 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Cc: yahoo <erigerod@yahoo.com>; Martin, Milton (CPC) <milton.martin@sfgov.org> Subject: I no longer intend to host short-term rentals (STR-0003286)    To the Office of Short-Term Rentals:   I no longer intend to host short-term rentals effective October 13, 2020. o    STR certificate number: STR-0003286 o    street address:  3426 Divisadero Street, San Francisco, CA o    full name:  David Erigero Thanks Dave   erigerod@yahoo.com      -------------------------------------------------------------------------  This message was secured by ZixCorp(R).  ","2018-000298STR","2020-10-16 14:56:00"
"... by KG on 10/31/18.","2018-007949STR","2018-10-31 16:42:38"
"Received 2019-Q4 report through email on 2/02/20","2018-007949STR","2020-02-03 13:30:44"
"emailed about qr's and how he needs to report ","2018-004946STR","2019-12-20 12:12:10"
"Received hard copy of 2019 - Q1-3 as late submission & Q4-ok","2018-004946STR","2020-01-02 15:38:43"
"Received hard copy of 2018 - Q1-Q4 reports as late submission","2018-004946STR","2020-01-03 09:12:34"
"Active Permits None Completed Permits Permit 201712146485  Status: ISSUED	Status Date: 8/8/2019	Planner: Weissglass DavidWorking at 2163a greenwich street. Add accessory dwelling unit 2163a on 4th fl per ordinace #162-16. Fire sprinklers under seperate permit. Add fire rated walls, ceiling and doors, new garage door. Traveling with application #201712146481 for dwelling unti legalization.  MORE DETAILS","2018-014940STR","2019-11-20 13:48:01"
"emailed hard copy qr and STR to log in","2018-014981STR","2019-01-16 12:12:20"
"https://www.vrbo.com/7342570ha","2018-015084STR","2019-02-20 18:24:51"
"https://www.airbnb.com/rooms/22972614","2018-004882STR","2018-12-13 16:45:58"
"https://www.airbnb.com/rooms/22972614 22972614 https://www.airbnb.com/users/show/28520347 https://www.airbnb.com/rooms/31443288 31443288","2018-004882STR","2019-12-05 17:06:25"
"https://www.airbnb.com/rooms/21327857  https://www.airbnb.com/users/show/154399683","2018-003076STR","2018-11-06 16:37:55"
"EMAILED HARD COPY QR","2018-003076STR","2019-01-14 18:18:08"
"Mailed hard copy STR","2018-003076STR","2019-01-23 10:12:03"
"emailed to close account","2018-003076STR","2020-09-09 19:40:53"
"Ok, thank you for the email will close out your account.   MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://shorttermrentals.sfgov.org   The Planning Department is open for business during the Shelter in Place Order. Most of our staff are working from home and we’re available by e-mail. Our Public Portal, where you can file new applications, and our Property Information Map are available 24/7. The Planning Commission is convening remotely and the public is encouraged to participate. The Board of Appeals and Board of Supervisors are accepting appeals via e-mail despite office closures. All of our in-person services at 1650 and 1660 Mission Street are suspended until further notice. Click here for more information.      From: Karla Zens <kmzens@gmail.com>  Sent: Monday, April 27, 2020 4:29 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rental Reporting Due April 30th   	This message is from outside the City email system. Do not open links or attachments from untrusted sources.   Hello! I have not engaged in any short term rental activities since March of 2017. FYI, the unit I previously rented is 171 Coleridge Street, and I believe the associated account number is 311604001. This apartment is my primary residence and has been since 2017.    Please contact me if you have any questions.   Best, -Karla 415-867-9000    HAVE YOU MOVED OR NO LONGER HOSTING RENTALS FOR LESS THAN 30 DAYS? If you have moved or are no longer hosting short-term rentals, then please e-mail us to withdraw your short-term rental certificate.  ","2018-000082STR","2020-04-28 19:21:46"
"https://www.vrbo.com/389527","2018-011932STR","2018-11-08 13:02:02"
"emailed hard copy qr","2018-005229STR","2019-01-17 15:51:42"
"https://www.vrbo.com/417593; https://www.homeaway.com/vacation-rental/p912549","2018-015360STR","2018-11-08 13:56:27"
"emailed hard copy qr","2018-015235STR","2019-01-28 16:54:03"
"From: cwardensails@gmail.com <cwardensails@gmail.com>  Sent: Friday, October 4, 2019 6:24 AM To: Martin, Milton (CPC) <milton.martin@sfgov.org> Subject: Re: Voicemail Response - 234 Athens St  Thank you!   Chris Warden Sent from my iPhone  On Oct 3, 2019, at 8:38 PM, Martin, Milton (CPC) <milton.martin@sfgov.org> wrote: Hi Christopher,   Will close your account and take you off our mailing list.    Thank you,   MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://shorttermrentals.sfgov.org ","2018-015510STR","2020-10-22 02:34:27"
"https://www.airbnb.com/rooms/26909554","2018-015553STR","2019-07-03 01:34:00"
" https://www.airbnb.com/users/show/125377170 https://www.airbnb.com/rooms/20857978","2018-015588STR","2018-11-14 16:23:41"
"... by KG on 11/16/18","2018-000135STR","2018-11-16 16:35:52"
"Host has a third bedroom that he stays in during guest stays, even though it is offered as 'entire loft'. Presume most stays are therefore hosted.","2018-000135STR","2018-11-16 16:37:34"
"https://www.airbnb.com/rooms/26396972?s=51    https://www.airbnb.com/rooms/14388391?s=51 ","2018-015718STR","2019-01-10 15:03:40"
"emailed hard copy qr","2018-015718STR","2019-01-10 15:04:54"
"https://www.airbnb.com/rooms/6364873  https://www.airbnb.com/users/show/28786427","2018-015816STR","2018-11-20 11:18:02"
"https://www.airbnb.com/users/show/629004  https://www.airbnb.com/rooms/25776536  https://www.airbnb.com/rooms/25921225","2018-015826STR","2018-11-20 11:42:03"
"https://www.airbnb.com/rooms/479415  https://www.airbnb.com/users/show/350839  ","2018-015832STR","2018-11-20 12:02:11"
"Hi.   You were mailed a certificate back in November to your home.   The STR number is STR-0003344 with an expiration date of November 19, 2020.    The e-mail address associated with your account for quarterly reporting is the one you initially provided us of: ann@annotto.com     OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org Press Release: City Attorney sues owners of illegal hotel   (involving a fraudulent short-term rental application) in Bernal Heights where party became gunfight  Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals       From: Ann Degiovanni <anndegiovanni@gmail.com> Sent: Sunday, January 6, 2019 4:32 PM To: Masry, Omar (CPC) Subject: 2929 23rd street    	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Hi Omar,     I just spoke to Airbnb to try and get my STR # for reporting and I’m told my account is inactive because it was declined by the city. You and I spoke several times a few months ago and you verified my account. Can you look into this and get back to me?     Thanks!     Ann Degiovanni  Broker/Owner  Confidential Business Sales  415-660-6376 Cell  415-619-5527 Fax   ","2018-015770STR","2019-01-07 13:32:51"
" https://www.airbnb.com/rooms/10927558/  ","2018-015770STR","2019-01-14 16:07:42"
"Hi.    Before I respond further, can you explain what you mean by the fraud reference in your e-mail? I'm not sure what you are referring to.     OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org    From: anndegiovanni@gmail.com <anndegiovanni@gmail.com> Sent: Thursday, May 30, 2019 10:19 AM To: Masry, Omar (CPC) Subject: Changing my address    	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Hi Omar,     We have spoken many times to you regarding my Airbnb listing. You blocked and then cleared me last year, but it took until now for me to get unblocked with Airbnb. Because of that I was unable to rent my place when I went on vacation last year, and I’m hoping the city can refund my fees.     As a new issue, I have also moved, and think my paperwork is due for renewal. Do I cancel the old stuff and start from scratch, or renew and do an address change?     Thank you for the help, I want to make sure I’m not frauded again, it was a nightmare!     PS- This is all my Airbnb info, not sure what you need  STR-0003344  Biz acc. # 1089154  LIN # 1192069-06-181  Pin RBBDWAHJ     Ann Degiovanni  Broker/Owner  BRE # 01336880  415-660-6376 Cell  415-619-5527 Fax   ","2018-015770STR","2019-05-30 10:12:52"
"2386 Bryant Street CPC-ShortTermRentals Fri 7/26/2019 12:01 PM We will ask Airbnb to re-list you. It may take 3-9 days. You won't likely receive a notification. I'm not sure why it occurred.   Office of Short Term Rentals  | City & County of San Francisco   shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103  https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel   From: Pete Trachy <pete@tolachi.com> Sent: Wednesday, July 24, 2019 8:37 AM To: Guy, Kevin (CPC); CPC-ShortTermRentals; Putra, Adrian (CPC) Subject: License # 3345, delisted despite approval    	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Hi Adrian and Kevin,  My listing was eliminated by the OSTR last night. I just logged in the the OSTR portal and it shows that my license # 3345 should be valid until 11/25/2020.  The url is   https://www.airbnb.com/rooms/plus/6107359  I haven't changed anything since Adrian approved my application in November.  What is going on?  Thanks,  Pete Trachy  415.424.5643 ---------- Forwarded message --------- From: Airbnb <automated@airbnb.com> Date: Wed, Jul 24, 2019, 05:00 Subject: Your city registration wasn’t approved To: <pete@tolachi.com>     Airbnb Unfortunately, your registration wasn’t approved  The city reviewed your application and determined that your listing doesn’t meet the requirements for short-term rentals in San Francisco for the following reasons:  ERROR19 - STR certificate is expired, please renew with city REJECT22 - No pending application was found on record We removed your listing and future reservations will be canceled—we’ll let your guests know so they can find other accommodations. If you had any reservations booked for 30 consecutive days or more, those won’t be canceled.  Interested in hosting guests for longer stays? You don’t need to be registered with San Francisco in order to host guests if they stay with you for more than 30 days at a time. Change the minimum stay at your listing to 30 nights or more and host long-term instead.  Update your calendar  Not sure why your registration was denied? You can reach out to the city and ask questions, clarify details about your application, or appeal the city’s decision. Contact the city.  Sent with ♥ from Airbnb  ‌A‌i‌r‌b‌n‌b‌,‌ ‌I‌n‌c‌.‌,‌ ‌8‌8‌8‌ ‌B‌r‌a‌n‌n‌a‌n‌ ‌S‌t‌,‌ ‌S‌a‌n‌ ‌F‌r‌a‌n‌c‌i‌s‌c‌o‌,‌ ‌C‌A‌ ‌9‌4‌1‌0‌3‌                                                              ","2018-015888STR","2019-07-26 12:00:25"
"https://www.airbnb.com/rooms/6653474  https://www.airbnb.com/rooms/580106  https://www.airbnb.com/users/show/475974","2018-004926STR","2018-11-27 10:56:25"
"no listing found","2018-015978STR","2018-11-27 11:39:55"
"https://www.airbnb.com/rooms/27310099","2018-015978STR","2019-12-05 16:37:14"
"https://www.airbnb.com/rooms/28259229  https://www.airbnb.com/users/show/6093410 ","2018-015857STR","2018-11-29 10:28:35"
"https://www.airbnb.com/rooms/20405090 https://www.airbnb.com/users/show/263595","2018-016151STR","2018-11-29 14:16:04"
"https://www.airbnb.com/users/show/3115633 https://www.airbnb.com/rooms/20483621","2018-016156STR","2018-11-29 14:42:11"
"submitting a hard copy of qr and closing it out","2018-016156STR","2019-01-10 14:02:17"
"https://www.airbnb.com/rooms/2933105 https://www.airbnb.com/users/show/11392498","2018-016181STR","2018-11-29 16:13:14"
"https://www.airbnb.com/rooms/23257392 https://www.airbnb.com/users/show/3191493","2018-016187STR","2018-11-29 17:09:43"
"https://www.airbnb.com/users/show/92930  https://www.airbnb.com/rooms/7805578","2018-016189STR","2018-11-29 19:50:23"
"https://www.airbnb.com/rooms/817279 https://www.airbnb.com/users/show/4292698","2018-005124STR","2019-02-27 12:50:31"
"https://www.airbnb.com/rooms/413994 https://www.airbnb.com/users/show/180530 https://www.airbnb.com/rooms/41399  these are for unit A) which has a separate ban but no app pending or certificate Sent request for booking calendars on 19 FEB 2019","2018-005124STR","2019-02-27 12:51:43"
"https://www.airbnb.com/rooms/27842056 https://www.airbnb.com/users/show/5356352 https://www.airbnb.com/users/show/5356352","2018-016236STR","2018-11-30 14:29:08"
"https://www.airbnb.com/users/show/69647212  https://www.airbnb.com/rooms/18672688","2018-016254STR","2018-12-03 10:02:04"
"MVF Good.  No listing found.  Submitted other proofs of residency ","2017-011767STR","2018-12-03 12:22:52"
"On 7/12/19 - David Newton turn in a Blank 2019-Q2 Report with a Note:  I'm no longer thinking of renting.  Per QR Record:  Never turn in QRs","2017-011767STR","2019-07-31 10:58:15"
"Owns a home in Whittier, CA as well it appears Marc Leiding on Business Registration. husband it appears.  MVF good.  https://www.airbnb.com/users/show/6608866  https://www.airbnb.com/rooms/25356321","2018-016283STR","2018-12-03 14:30:42"
"https://www.airbnb.com/rooms/21252479 https://www.airbnb.com/users/show/8357805","2018-010868STR","2018-12-04 11:52:44"
"https://www.airbnb.com/users/show/6230497 https://www.airbnb.com/rooms/26134843","2018-016344STR","2018-12-04 14:18:41"
"https://www.airbnb.com/rooms/4616596 https://www.airbnb.com/users/show/21499033","2018-004814STR","2018-12-05 09:47:40"
"https://www.airbnb.com/rooms/15115501   https://www.airbnb.com/users/show/7898856","2017-015241STR","2018-12-05 10:07:53"
"business license closed and no active qrs","2017-015241STR","2019-05-16 14:56:22"
"FIS Match; BAN is a match ('Jacob')  https://www.airbnb.com/users/show/1550755  https://www.airbnb.com/rooms/870705  https://www.airbnb.com/rooms/9166136  MVF good.","2018-004822STR","2018-12-05 10:59:43"
"https://www.airbnb.com/rooms/plus/8653346 https://www.airbnb.com/rooms/8653346 https://www.airbnb.com/users/show/31380175  ","2018-016393STR","2018-12-05 14:25:59"
"emailed hard copy qr","2018-004929STR","2019-01-07 20:41:27"
"no listing found","2017-013733STR","2018-12-18 09:06:27"
"Emailed hard copy qr","2017-013733STR","2019-01-10 14:24:59"
"https://www.vrbo.com/226252 Edmund was registered to vote in 2019 Lake","2018-000626STR","2018-12-18 10:33:22"
"emailed hard copy qr- ashing for 2015 qr and not 2018","2018-014552STR","2019-01-16 12:14:17"
"emailed hard copy qr","2018-017038STR","2019-01-10 15:46:54"
"STR - 1081887  1  Andie Goc <andie.l.goc@gmail.com> Sat 4/27, 5:59 PM Here are the dates HOSTED:  12/29/18 - 1/1/19 1/7/19 - 1/10/19 1/11/19 - 1/15/19 1/15/19 - 1/23/19 1/24/19 - 1/27/19   Sorry for the mistake on my part . I've been out of the country for 4 months and have a long term renter in the unit as of Feb 1 2019 and mistakenly forgot about the hosted airbnb stays in Jan. Please confirm receipt of this update and the change on my report.  Thank you, Andie    CPC-ShortTermRentals Email me the dates. Hosted or unhosted. I’ll edit your report.        MILTON MARTIN, PLANNER TECH  Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409  Email: milton.martin@sfgov.org  Web: https://shorttermrentals.sfgov.org    Andie Goc <andie.l.goc@gmail.com> Wed 4/17, 8:03 PM OK, thank you. I made a mistake on my report. Can someone remove the report I submitted so I can create a new one?    CPC-ShortTermRentals Hi Andie,     Your account is inactive you need to use your STR-0003411 and this email to activate you account and log in your report.        MILTON MARTIN, PLANNER TECH  Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409  Email: milton.martin@sfgov.org  Web: https://shorttermrentals.sfgov.org    Andie Goc <andie.l.goc@gmail.com> Tue 4/16, 5:53 PM CPC-ShortTermRentals Download  Save to OneDrive - CCSF  	 This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Attached is my reported for Q1 2019.  I am trying to activate my account online with the STR #1081887 and either the email of andie.l.goc@gmail.com or andiegoc@yahoo.com. I'm receiving an error message for both options. Are you able to assist me?  Thanks, Andie ","2018-017038STR","2019-04-30 17:25:31"
"From: Michael Ferguson <mikeyferg@gmail.com>  Sent: Thursday, April 04, 2019 12:31 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Cancelling a Registration   Hello,   I am no longer at my unit as on Q1 2019.  How do I cancel my registration so I do not have to make filings going forward.    Thanks,   Michael       ","2018-015507STR","2019-04-09 12:51:54"
"From: Dyveke <info@dyvstudio.com>  Sent: Thursday, October 03, 2019 1:49 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rental Reporting Now Open - Due October 31, 2019  Thank you for getting back to me.  My address is: 501 Diamond Street. San Francisco, CA 94114   Let me know if you require any other information from me.     On Wed, Oct 2, 2019 at 8:38 PM CPC-ShortTermRentals <shorttermrentals@sfgov.org> wrote: Will make sure you’re not on our mailing list. Sorry for the inconvenience. What’s your address?   MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://shorttermrentals.sfgov.org From: Dyveke <info@dyvstudio.com>  Sent: Tuesday, October 01, 2019 4:59 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rental Reporting Now Open - Due October 31, 2019   I no longer have a short term rental available for use.   Please update your records and remove me from your mailing list.   ","2018-015865STR","2019-10-03 18:00:18"
"... by KG on 12/28/18.","2018-010128STR","2018-12-28 15:24:40"
"emailed to activate account and emailed hard copy of qr Q1 2020 ON TIME","2018-017341STR","2020-05-04 11:28:20"
"From: Matt Bell <mb0686@gmail.com>  Sent: Wednesday, June 3, 2020 6:49 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Cc: Rosie O'Hara <rosanne.ohara@gmail.com> Subject: Stoping STR Hosting   	This message is from outside the City email system. Do not open links or attachments from untrusted sources.   Hi,  We would like to stop short term rental hosting. https://shorttermrentals.sfgov.org/hosting/maintain#7411  •	Your STR certificate number: STR-0003426 •	Your street address: 2754 38th Ave, San Francisco, CA 94116 •	Your full name: Rosanne O'Hara •	A statement that you no longer intend to host short-term rentals: We no longer intend to host short-term rentals Thanks,  Matthew Bell & Rosanne O'Hara ","2018-013311STR","2020-06-05 16:54:12"
"emailed hard copy for to fill out ","2019-000049STR","2019-08-01 11:56:02"
"https://www.booking.com/hotel/us/223-ottawa-avenue.html https://www.booking.com/hotel/us/moonlight-san-francisco.html","2019-000049STR","2020-05-05 12:42:08"
"https://www.airbnb.com/rooms/17433218 https://www.airbnb.com/users/show/25963935 ","2019-000241STR","2019-01-07 11:39:50"
"emailed hard copy qr","2019-000302STR","2019-01-16 17:43:56"
"https://www.airbnb.com/rooms/26599833  https://www.airbnb.com/users/show/37150220  https://www.airbnb.com/users/show/37150220","2019-000335STR","2019-01-08 15:42:55"
"https://www.airbnb.com/rooms/5345792  https://www.airbnb.com/users/show/4253502 ","2018-015595STR","2019-01-09 13:10:04"
"https://www.airbnb.com/rooms/22826843 https://www.airbnb.com/users/show/16545847","2019-000388STR","2019-01-15 12:06:45"
"14 Dehon Street Illegal Short-Term Rentals by Owner Ming Chen https://www.airbnb.com/users/show/4769424 https://www.airbnb.com/rooms/27707326  https://www.airbnb.com/users/show/3231054  https://www.airbnb.com/rooms/26339979","2019-000482STR","2019-02-07 14:18:43"
"denied application","2018-000169STR","2019-07-24 17:27:10"
"... by KG on 9/30/19","2018-000169STR","2019-10-08 14:03:52"
"https://www.booking.com/hotel/us/sleeping-pods-great-are-san-francisco.html","2019-000551STR","2020-05-04 23:29:30"
"From: Barbara Snowball <snowball.barbara@gmail.com>  Sent: Friday, May 1, 2020 12:05 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Notification of no longer hosting short term rentals at 27 Avila Street, SF 94123   	This message is from outside the City email system. Do not open links or attachments from untrusted sources.   Hello,   I'd like to provide my notification of no longer hosting short term rentals.  I'm not sure what the process is to formally withdraw.  I used to offer rooms for rent in my house via AirBnB before COVID-19, but have ceased, and have not rented at all in 2020.   I will also communicate/close the separate business registration, and also notify AirBnB.  Please let me know if here is anything else you need from me.  Thank you, Barbara Snowball  --  Barb Snowball  **Please note new mobile phone number!!  (628) 222-0591 ","2019-000610STR","2020-05-05 14:37:10"
"emailed late qr email","2018-010684STR","2019-02-04 11:54:29"
"515 Powhattan Avenue CPC-ShortTermRentals Aram Ayrapetian <ayrapetian@gmail.com>;Putra, Adrian (CPC) You do not need to report stays over 30 days. Stays over 30 days do not count toward the 90 night cumulative limit per calendar year for un-hosted rentals.     Office of Short Term Rentals  | City & County of San Francisco   shorttermrentals@sfgov.org     |  (415) 575-9179 1650 Mission Street, 4th Floor, San Francisco, CA 94103  https://shorttermrentals.sfgov.org | Learn More About Registration Here Press Release: City Attorney Pursues $5.5 million penalty for illegal short-term rentals Press Release: City Attorney sues owners of illegal hotel   From: Aram Ayrapetian <ayrapetian@gmail.com> Sent: Friday, May 24, 2019 12:07 PM To: CPC-ShortTermRentals Subject: Re: Questions regarding reporting   Thank you,  Can you please also help with my second question below?   I rent my property on AirBnB and some of my rentals are short term but most are over 30 days.  Do I need to report stays that are over 30 days?  And do 30+ day stays count towards the 90 day yearly limit?  Thank you.    Best regards, Aram Ayrapetian 310.339.3295   CONFIDENTIALITY NOTICE: This communication constitutes an electronic communication within the meaning of the Electronic Communications Privacy Act, 18 USC 2510, and its disclosure is strictly limited to the recipient intended by the sender of this message. This communication may contain confidential and privileged material for the sole use of the intended recipient and receipt by anyone other than the intended recipient does not constitute a loss of the confidential or privileged nature of the communication. Any review or distribution by others is strictly prohibited. If you are not the intended recipient please contact the sender by return electronic mail and delete all copies of this communication.  On Fri, May 24, 2019 at 12:01 PM CPC-ShortTermRentals <shorttermrentals@sfgov.org> wrote: Hi Aram,  We do not accept late reports. Make sure to report in July for your April-May-June stays (only).     MILTON MARTIN, PLANNER TECH  Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409  Email: milton.martin@sfgov.org  Web: https://shorttermrentals.sfgov.org  From: Aram Ayrapetian <ayrapetian@gmail.com>  Sent: Tuesday, May 21, 2019 3:58 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Questions regarding reporting        This message is from outside the City email system. Do not open links or attachments from untrusted sources.     Hello,     I have a registered property (STR-0003461) and have a few questions:     1. I missed the deadline for reporting rentals in the first quarter, is there a way to still submit this information?     2. I rent my property on AirBnB and some of my rentals are short term but most are over 30 days.  I presume that the stays that are over 30 days don't count towards the 90 day yearly limit and don't need to be reported.  Please confirm that this is correct.  Thank you.    Best regards, Aram Ayrapetian 310.339.3295   CONFIDENTIALITY NOTICE: This communication constitutes an electronic communication within the meaning of the Electronic Communications Privacy Act, 18 USC 2510, and its disclosure is strictly limited to the recipient intended by the sender of this message. This communication may contain confidential and privileged material for the sole use of the intended recipient and receipt by anyone other than the intended recipient does not constitute a loss of the confidential or privileged nature of the communication. Any review or distribution by others is strictly prohibited. If you are not the intended recipient please contact the sender by return electronic mail and delete all copies of this communication.   ","2018-000202STR","2019-05-28 14:29:34"
"emailed hard copy QR July","2018-005153STR","2019-07-02 15:12:31"
"Emailed to create PW and activate account ","2018-005010STR","2019-12-02 10:28:00"
"From: Yannet Interian <yannet@gmail.com>  Sent: Monday, July 13, 2020 11:15 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: cancelling my short term rental  Hi,  Here is the information:  listing URL: https://www.airbnb.com/manage-your-space/29794612/details. (This is how I see the listing. Since it is not available I am not sure how to find and external link.) Name on account: Yannet Interian STR number: STR-0003477 email: yannet@gmail.com  Please let me know if you need anything else from me.  Thank you!   On Tue, Jun 30, 2020 at 5:46 PM CPC-ShortTermRentals <shorttermrentals@sfgov.org> wrote: Email us your listing URL, name on account, STR number, and email you applied with. MILTON MARTIN, PLANNER TECH Office of Short Term Rentals, City & County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-9052│Fax: 415-558-6409 Email: milton.martin@sfgov.org Web: https://shorttermrentals.sfgov.org The Planning Department is open for business during the Stay Safe at Home Order. Most of our staff are working from home and we’re available by e-mail. Our Public Portal, where you can file new applications, and our Property Information Map are available 24/7. The Planning and Historic Preservation Commissions are convening remotely and the public is encouraged to participate. The Board of Appeals, Board of Supervisors, and Planning Commission are accepting appeals via e-mail despite office closures. All of our in-person services at 1650 and 1660 Mission Street are suspended until further notice. Click here for more information. From: Yannet Interian <yannet@gmail.com>  Sent: Monday, June 29, 2020 10:58 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: cancelling my short term rental Hi,  I am moving out of my house and I would like to cancel my short term rental. What is the process for doing that? Thank you, Yannet ","2019-001244STR","2020-07-16 14:03:16"
"May live in NYC","2018-004872STR","2019-07-24 01:52:01"
"... by KG on 2/4/19.","2018-014797STR","2019-02-04 19:25:53"
"Received a hard copy of 2019-Q4 report","2018-014797STR","2020-02-11 09:28:45"
"https://www.airbnb.com/rooms/4577224 https://www.airbnb.com/users/show/22618879 https://www.airbnb.com/rooms/plus/28712636","2019-001225STR","2019-07-21 20:24:44"
