rec_num,time_log_seq,billable_flag
2019-000013CUA,5415300,N
2019-000013CUA,5415301,N
2019-000013CUA,5415302,N
2019-000013CUA,5415303,N
2018-017328VAR,5415474,N
2018-013637CWP,5417585,N
2018-013637CWP,5417628,N
2018-013637CWP,5417629,N
2018-013637CWP,5417631,N
2018-013637CWP,5417632,N
2010.0515CWP,5417774,N
2010.0515CWP,5417775,N
2010.0515CWP,5417777,N
2019-014557VAR,5417877,N
2011.1122CUA,5417964,N
2018-013637CWP,5418252,N
2018-013637CWP,5418253,N
2013.0491E,5419044,N
2013.0491E,5419747,N
2017-016313CWP,5420129,N
2018-013637CWP,5420132,N
2018-013637CWP,5420133,N
2018-013637CWP,5420144,N
2018-013637CWP,5420145,N
2014.0012E,5420294,N
2018-013637CWP,5420538,N
2018-013637CWP,5420897,N
2018-013637CWP,5420898,N
2018-013637CWP,5420899,N
2018-013637CWP,5420901,N
2018-013637CWP,5420902,N
2018-013637CWP,5420903,N
2018-013637CWP,5420904,N
2018-013637CWP,5420905,N
2018-013637CWP,5420906,N
2018-013637CWP,5420907,N
2018-013637CWP,5420908,N
2018-013637CWP,5420910,N
2018-013637CWP,5420911,N
2018-013637CWP,5420912,N
2018-013637CWP,5420915,N
2018-013637CWP,5420916,N
2018-013637CWP,5420917,N
2018-013637CWP,5420919,N
2018-013637CWP,5420920,N
2018-013637CWP,5420922,N
2018-013637CWP,5420923,N
2018-013637CWP,5420925,N
2018-013637CWP,5420927,N
2018-013637CWP,5420928,N
2017-016313CWP,5420981,N
2013.0491E,5421045,N
2016-012773CUA,5421128,N
2019-005500CUA,5421431,N
2007.1238E,5422804,N
2018-013637CWP,5422845,N
2018-013637CWP,5422846,N
2018-013637CWP,5422948,N
2018-013637CWP,5422949,N
2018-013637CWP,5422950,N
2019-022126COA,5423098,N
2018-013637CWP,5423186,N
2018-013637CWP,5423187,N
2018-013637CWP,5423190,N
2018-013637CWP,5423194,N
2018-013637CWP,5423198,N
2016-012773CUA,5423678,N
2014.0012E,5423716,N
2018-013637CWP,5424182,N
2018-013637CWP,5424283,N
2018-013637CWP,5424294,N
2018-013637CWP,5424296,N
2018-013637CWP,5424299,N
2018-013637CWP,5424300,N
2018-013637CWP,5424303,N
2018-013637CWP,5424304,N
2018-013637CWP,5424305,N
2018-013637CWP,5424306,N
2018-013637CWP,5424307,N
2018-013637CWP,5424308,N
2018-013637CWP,5424309,N
2018-013637CWP,5424310,N
2018-013637CWP,5425237,N
2018-013637CWP,5425238,N
2018-013637CWP,5425239,N
2018-013637CWP,5425424,N
2018-013637CWP,5425427,N
2018-013637CWP,5425428,N
2018-013637CWP,5425429,N
2018-013637CWP,5425430,N
2018-013637CWP,5425431,N
2018-013637CWP,5425432,N
2018-013637CWP,5425433,N
2018-013637CWP,5425444,N
2018-013637CWP,5425445,N
2018-013637CWP,5425446,N
2018-013637CWP,5425447,N
2018-013637CWP,5425448,N
2018-013637CWP,5425826,N
2018-013637CWP,5425827,N
2018-013637CWP,5425829,N
2019-022126COA,5425931,N
2019-022126COA,5425933,N
2014.0012E,5426377,N
2018-013637CWP,5427279,N
2019-022126COA,5428081,N
2019-022126COA,5428114,N
2019-022126COA,5428247,N
2018-013637CWP,5428263,N
2018-013637CWP,5428274,N
2018-013637CWP,5428276,N
2018-013637CWP,5428277,N
2018-013637CWP,5428278,N
2018-013637CWP,5428279,N
2018-013637CWP,5428280,N
2018-013637CWP,5428281,N
2018-013637CWP,5428282,N
2019-002900IMP,5429279,N
2017-011878OFA,5429330,N
2019-002900IMP,5430025,N
2018-013637CWP,5430509,N
2018-013637CWP,5430511,N
2018-013637CWP,5430513,N
2018-013637CWP,5430584,N
2018-013637CWP,5430585,N
2018-013637CWP,5430586,N
2018-013637CWP,5430587,N
2018-013637CWP,5430588,N
2014.0012E,5430809,N
2014.0012E,5430814,N
2014.0012E,5430815,N
2018-013637CWP,5431011,N
2015-000937CWP,5431111,N
2019-022126COA,5431230,N
2019-022126COA,5431231,N
2018-003036CWP,5431659,N
2009.0886C,5431755,N
2009.0886C,5431904,N
2018-013637CWP,5433144,N
2018-013637CWP,5433147,N
2018-013637CWP,5433148,N
2018-013637CWP,5433149,N
2018-013637CWP,5433150,N
2018-013637CWP,5433151,N
2018-013637CWP,5433152,N
2018-013637CWP,5433153,N
2018-013637CWP,5433174,N
2018-013637CWP,5433175,N
2018-013637CWP,5433176,N
2018-013637CWP,5433177,N
2014.0012E,5433324,N
2014.0012E,5433327,N
2014.0012E,5433329,N
2014.0012E,5433330,N
2017-006267IMP,5433462,N
2017-006267IMP,5433475,N
2017-006267IMP,5433478,N
2019-022126COA,5434027,N
2019-022126COA,5434082,N
2019-004935COA,5434590,N
2018-013637CWP,5435785,N
2018-013637CWP,5435786,N
2019-022126COA,5436240,N
2019-022126COA,5436242,N
2018-013637CWP,5436361,N
2018-013637CWP,5436376,N
2018-013637CWP,5436377,N
2018-013637CWP,5436382,N
2018-013637CWP,5436397,N
2018-013637CWP,5436398,N
2018-013637CWP,5436399,N
2018-013637CWP,5436416,N
2018-013637CWP,5436418,N
2018-013637CWP,5436447,N
2018-013637CWP,5436448,N
2018-013637CWP,5436449,N
2018-013637CWP,5436450,N
2018-013637CWP,5436453,N
2018-013637CWP,5436455,N
2018-013637CWP,5436457,N
2008.0023CUA,5436773,N
2019-022126COA,5436778,N
2018-013637CWP,5437972,N
2018-013637CWP,5437973,N
2018-013637CWP,5438785,N
2018-013637CWP,5438786,N
2018-013637CWP,5438787,N
2018-013637CWP,5438788,N
2018-013637CWP,5438790,N
2018-013637CWP,5438791,N
2018-013637CWP,5438792,N
2018-013637CWP,5438793,N
2018-013637CWP,5438794,N
2018-013637CWP,5438795,N
2008.0023CUA,5439072,N
2008.0023CUA,5439073,N
2018-013637CWP,5439590,N
2018-013637CWP,5440612,N
2018-013637CWP,5441504,N
2010.0305DVA-04,5441532,N
2007.0168CUA-02,5441572,N
2010.0515CWP,5441593,N
2018-013637CWP,5441631,N
2018-013637CWP,5441632,N
2018-013637CWP,5441633,N
2018-013637CWP,5441634,N
2018-013637CWP,5441637,N
2018-013637CWP,5441638,N
2018-013637CWP,5441641,N
2018-013637CWP,5441649,N
2006.1523E,5442686,N
2018-013637CWP,5442933,N
2018-013637CWP,5443033,N
2018-013637CWP,5443034,N
2018-013637CWP,5443035,N
2018-013637CWP,5443036,N
2018-013637CWP,5443037,N
2018-013637CWP,5443038,N
2015-010718VAR,5443413,N
2015-010718VAR,5443418,N
2020-000215CUA,5443457,N
2018-013637CWP,5443956,N
2017-011878OFA,5443994,N
2006.1523E,5444417,N
2013.1049C,5444683,N
2020-005123CUA,5444928,N
2015-012491CUA,5445480,N
2019-022126COA,5445489,N
2018-013637CWP,5445601,N
2018-013637CWP,5445602,N
2018-013637CWP,5445667,N
2018-013637CWP,5445671,N
2018-013637CWP,5445686,N
2018-013637CWP,5445689,N
2018-013637CWP,5445693,N
2018-013637CWP,5445714,N
2018-013637CWP,5445715,N
2018-013637CWP,5445717,N
2018-013637CWP,5445718,N
2018-013637CWP,5445720,N
2018-013637CWP,5445721,N
2018-013637CWP,5445723,N
2015-012491CUA,5445730,N
2018-013637CWP,5445734,N
2018-013637CWP,5445735,N
2007.0168CUA-02,5445803,N
2010.0515CWP,5445830,N
2010.0515CWP,5445831,N
2010.0515CWP,5445833,N
2010.0515CWP,5445835,N
2008.0023CUA,5445986,N
2017-004557CUA,5446394,N
2018-001189IMP,5446545,N
2017-006267IMP,5446547,N
2017-010001IMP,5446550,N
2018-013637CWP,5448010,N
2018-013637CWP,5448012,N
2018-013637CWP,5448028,N
2018-013637CWP,5448029,N
2018-013637CWP,5448030,N
2018-013637CWP,5448032,N
2018-013637CWP,5448033,N
2018-013637CWP,5448035,N
2018-013637CWP,5448036,N
2018-013637CWP,5448037,N
2018-013637CWP,5448050,N
2019-022126COA,5448283,N
2019-022126COA,5448286,N
2019-022126COA,5448289,N
2019-022126COA,5448293,N
2010.0305DVA-04,5448499,N
2018-013637CWP,5448527,N
2018-013637CWP,5448530,N
2018-013637CWP,5448531,N
2019-022126COA,5451039,N
2019-022126COA,5451042,N
2019-022126COA,5451056,N
2018-013637CWP,5451170,N
2018-013637CWP,5451171,N
2018-013637CWP,5451265,N
2018-013637CWP,5451267,N
2018-013637CWP,5451270,N
2018-013637CWP,5451272,N
2018-013637CWP,5451276,N
2018-013637CWP,5451278,N
2018-013637CWP,5451282,N
2018-013637CWP,5451297,N
2018-013637CWP,5451300,N
2018-013637CWP,5451302,N
2018-013637CWP,5451314,N
2018-013637CWP,5452370,N
2018-013637CWP,5452371,N
2018-013637CWP,5452372,N
2018-013637CWP,5452961,N
2018-013637CWP,5452962,N
2018-013637CWP,5452963,N
2018-013637CWP,5452967,N
2018-013637CWP,5452968,N
2018-013637CWP,5452969,N
2019-022126COA,5453176,N
2019-022126COA,5453177,N
2019-022126COA,5454303,N
2020-005945CUA,5456537,N
2020-005945CUA,5456538,N
2020-005945CUA,5456539,N
2018-013637CWP,5456561,N
2018-013637CWP,5456562,N
2018-013637CWP,5456565,N
2018-013637CWP,5456567,N
2018-013637CWP,5456568,N
2018-013637CWP,5456570,N
2018-013637CWP,5456572,N
2018-013637CWP,5456573,N
2018-013637CWP,5456575,N
2018-013637CWP,5456577,N
2018-013637CWP,5456882,N
2018-013637CWP,5456894,N
2018-013637CWP,5456895,N
2016-013312DNX,5457272,N
2018-013637CWP,5459536,N
2018-013637CWP,5459537,N
2018-013637CWP,5459539,N
2018-013637CWP,5459541,N
2018-013637CWP,5459638,N
2018-013637CWP,5459646,N
2018-013637CWP,5459648,N
1986.638E,5459854,N
1986.638E,5459855,N
1986.638E,5459856,N
2019-022126COA,5460032,N
2019-022126COA,5460037,N
2019-022126COA,5460040,N
2020-009208COA,5460661,N
2018-013637CWP,5461861,N
2018-013637CWP,5461866,N
2018-013637CWP,5461872,N
2018-013637CWP,5461873,N
2018-013637CWP,5461886,N
2018-013637CWP,5461889,N
2018-013637CWP,5461891,N
2019-014461CUA,5461899,N
2014.0244ENX,5461950,N
2018-000468AHB,5462062,N
2018-000468AHB,5462063,N
2018-003036CWP,5462991,N
2018-013637CWP,5463130,N
2018-013637CWP,5463421,N
2019-014461CUA,5463462,N
2018-003036CWP,5463773,N
2020-009208COA,5463837,N
2018-013637CWP,5464154,N
2018-013637CWP,5464155,N
2018-013637CWP,5464156,N
2018-013637CWP,5464159,N
2018-013637CWP,5464160,N
2018-013637CWP,5464161,N
2018-013637CWP,5464162,N
2018-013637CWP,5464163,N
2018-013637CWP,5464175,N
2018-013637CWP,5464176,N
2018-013637CWP,5464339,N
2018-013637CWP,5464340,N
2018-013637CWP,5464342,N
2018-013637CWP,5464343,N
2018-013637CWP,5464344,N
2019-014922VAR,5464528,N
1986.638E,5464595,N
1986.638E,5464596,N
2018-013637CWP,5464737,N
2019-014922VAR,5465135,N
2018-013637CWP,5465412,N
2018-013637CWP,5465778,N
2018-000813CUA,5466887,N
2018-013637CWP,5467054,N
2018-013637CWP,5467055,N
2018-013637CWP,5467056,N
2018-013637CWP,5467058,N
2018-013637CWP,5467059,N
2018-013637CWP,5467061,N
2018-013637CWP,5467062,N
2018-013637CWP,5467434,N
2018-013637CWP,5467436,N
2018-013637CWP,5467437,N
2018-013637CWP,5467438,N
2018-013637CWP,5467439,N
2018-013637CWP,5467440,N
2018-013637CWP,5467442,N
2018-013637CWP,5467456,N
2018-013637CWP,5467458,N
2018-013637CWP,5467459,N
2018-013637CWP,5467659,N
2018-003036CWP,5467867,N
2018-013637CWP,5467912,N
2019-013951CUA,5468016,N
2018-013637CWP,5468838,N
2018-000468AHB,5468988,N
2018-000468AHB,5468989,N
2018-013637CWP,5469033,N
2018-013637CWP,5469044,N
2018-013637CWP,5469045,N
2018-003036CWP,5469192,N
2018-003036CWP,5469193,N
2018-000468AHB,5469212,N
2018-013637CWP,5469274,N
2018-013637CWP,5469275,N
2018-013637CWP,5469276,N
2018-013637CWP,5469277,N
2018-013637CWP,5469278,N
2018-013637CWP,5469279,N
2018-013637CWP,5469280,N
2018-013637CWP,5469281,N
2018-013637CWP,5469283,N
2018-013637CWP,5469606,N
2018-013637CWP,5469608,N
2020-007481CUA,5471534,N
2018-013637CWP,5471744,N
2018-013637CWP,5471745,N
2018-013637CWP,5471747,N
2018-013637CWP,5471924,N
2018-013637CWP,5471925,N
2018-013637CWP,5471926,N
2018-013637CWP,5471927,N
2018-013637CWP,5471928,N
2018-013637CWP,5471929,N
2018-013637CWP,5472596,N
2018-014047CWP,5472882,N
2020-007481CUA,5474257,N
2018-013637CWP,5474277,N
2018-013637CWP,5474278,N
2018-013637CWP,5474279,N
2018-013637CWP,5474280,N
2007.0168CUA-02,5474334,N
2018-013637CWP,5474408,N
2018-013637CWP,5474409,N
2018-013637CWP,5474410,N
2018-013637CWP,5474411,N
2018-013637CWP,5474412,N
2018-013637CWP,5474413,N
2018-013637CWP,5474444,N
2018-003036CWP,5474940,N
2019-014461CUA,5475669,N
2018-013637CWP,5477191,N
2018-013637CWP,5477192,N
2018-013637CWP,5477286,N
2018-013637CWP,5477287,N
2018-013637CWP,5477288,N
2018-013637CWP,5477289,N
2018-013637CWP,5477291,N
2018-013637CWP,5477293,N
2018-013637CWP,5477294,N
2018-013637CWP,5477296,N
2018-013637CWP,5477308,N
2018-013637CWP,5477310,N
2018-013637CWP,5477311,N
2018-013637CWP,5477312,N
2018-013637CWP,5477723,N
2018-013637CWP,5478483,N
2009.0634COA,5478684,N
2018-013637CWP,5478815,N
2018-013637CWP,5478859,N
2018-013637CWP,5478860,N
2018-013637CWP,5478861,N
2018-013637CWP,5478862,N
2018-013637CWP,5478864,N
2018-013637CWP,5478865,N
2015-013876PTA,5478951,N
2018-013637CWP,5479749,N
2010.0515CWP,5479820,N
2015-012491CUA,5479880,N
2000.1073E,5480123,N
2013.1049E,5480156,N
2019-006578SHD,5481443,N
2018-013637CWP,5482060,N
2018-013637CWP,5482461,N
2018-013637CWP,5482462,N
2007.1238E,5482492,N
2018-013637CWP,5482494,N
2018-013637CWP,5482500,N
2018-013637CWP,5482501,N
2018-013637CWP,5482502,N
2007.1238E,5482505,N
2018-013637CWP,5482514,N
2018-013637CWP,5482515,N
2018-013637CWP,5482517,N
2018-013637CWP,5482518,N
2018-013637CWP,5482520,N
2020-007025COA,5483521,N
2018-013637CWP,5483581,N
2018-013637CWP,5483583,N
2018-013637CWP,5483584,N
2018-013637CWP,5483585,N
2018-014795ENX,5483942,N
2018-013637CWP,5485504,N
2018-013637CWP,5485505,N
2018-013637CWP,5486774,N
2018-013637CWP,5488180,N
2018-013637CWP,5488181,N
2018-013637CWP,5488182,N
2018-013637CWP,5488183,N
2018-013637CWP,5488194,N
2018-013637CWP,5489340,N
2018-013637CWP,5489341,N
2018-013637CWP,5489342,N
2018-013637CWP,5489343,N
2018-013637CWP,5489464,N
2018-013637CWP,5489465,N
2018-013637CWP,5489466,N
2018-013637CWP,5489467,N
2018-013637CWP,5489468,N
2018-013637CWP,5489469,N
2018-013637CWP,5489470,N
2018-013637CWP,5489471,N
2018-013637CWP,5489472,N
2018-013637CWP,5489473,N
2018-013637CWP,5489474,N
2018-013637CWP,5489475,N
2018-013637CWP,5489476,N
2018-013637CWP,5489477,N
2018-013637CWP,5489478,N
2000.1073E,5490154,N
2017-016313CWP,5490496,N
2017-016313CWP,5490497,N
2018-013637CWP,5490498,N
2018-013637CWP,5490499,N
2018-013637CWP,5490502,N
2018-013637CWP,5490503,N
2018-013637CWP,5490704,N
2018-013637CWP,5490705,N
2018-013637CWP,5490706,N
2018-013637CWP,5490707,N
2018-013637CWP,5491064,N
2018-013637CWP,5491065,N
2018-013637CWP,5491066,N
2007.1238E,5493452,N
2017-016313CWP,5493805,N
2017-016313CWP,5493806,N
2018-013637CWP,5493811,N
2018-013637CWP,5493812,N
2018-013637CWP,5493813,N
2018-013637CWP,5493844,N
2018-013637CWP,5493851,N
2015-013876PTA,5494535,N
2018-014701COA,5494987,N
2016-006185MLS,5495789,N
2018-013637CWP,5496311,N
2018-013637CWP,5496491,N
2018-013637CWP,5496492,N
2010.0515CWP,5496722,N
2018-014050CWP,5496770,N
2018-013637CWP,5496771,N
2018-013637CWP,5496772,N
2018-013637CWP,5496773,N
2018-013637CWP,5496794,N
2018-013637CWP,5496795,N
2018-013637CWP,5496798,N
2007.1238E,5497259,N
2013.1258U,5497779,N
2016-006192MLS,5497780,N
2018-006796MLS,5498592,N
2018-013637CWP,5499088,N
2018-013637CWP,5499089,N
2018-013637CWP,5499208,N
2018-013637CWP,5499209,N
2018-013637CWP,5499210,N
2018-013637CWP,5499246,N
2018-013637CWP,5499247,N
2007.1238E,5499928,N
2013.0846E,5501425,N
2018-013637CWP,5501925,N
2018-013637CWP,5501926,N
2018-013637CWP,5501927,N
2018-013637CWP,5501928,N
2018-013637CWP,5501929,N
2018-013637CWP,5501955,N
2018-013637CWP,5501956,N
2018-013637CWP,5502375,N
2018-013637CWP,5502376,N
2018-013637CWP,5502377,N
2013.0846E,5502785,N
2018-008840VAR,5504006,N
2010.0515CWP,5504669,N
2018-013637CWP,5505290,N
2018-013637CWP,5505291,N
2018-013637CWP,5505292,N
2018-013637CWP,5505293,N
2020-007481CUA,5506317,N
2019-006578SHD,5506447,N
2018-013637CWP,5507323,N
2012.1139CUA-02,5507657,N
2007.0168CUA-02,5507990,N
2018-013637CWP,5508019,N
2018-013637CWP,5508020,N
2018-013637CWP,5508021,N
2018-013637CWP,5508022,N
2018-013637CWP,5508023,N
2018-013637CWP,5508024,N
2018-013637CWP,5508025,N
2018-013637CWP,5508026,N
2018-013637CWP,5508027,N
2018-013637CWP,5508035,N
2018-013637CWP,5508036,N
2018-013637CWP,5508037,N
2018-013637CWP,5508038,N
2018-013637CWP,5508039,N
2012.1139CUA-02,5508064,N
2020-007481CUA,5508167,N
2019-006578SHD,5509942,N
2018-013637CWP,5510082,N
2018-013637CWP,5510083,N
2017-015988CUA,5510136,N
2017-015988CUA,5510137,N
2018-013637CWP,5510224,N
2018-013637CWP,5510226,N
2018-013637CWP,5510227,N
2018-013637CWP,5510473,N
2018-006629MLS,5510628,N
2014.0719U,5510629,N
2018-013637CWP,5510674,N
2018-013637CWP,5510675,N
2019-006578SHD,5510708,N
2013.1258U,5510938,N
2016-006192MLS,5510939,N
2019-012820AHB,5511460,N
2019-006578SHD,5511493,N
2018-013637CWP,5512786,N
2018-013637CWP,5512787,N
2018-013637CWP,5512795,N
2009.1100H,5513178,N
2018-013637CWP,5513237,N
2018-013637CWP,5513238,N
2018-013637CWP,5513239,N
2007.0168CUA-02,5513335,N
2019-015307CUA,5513756,N
2018-013637CWP,5515059,N
2018-013637CWP,5515060,N
2018-013637CWP,5515062,N
2018-013637CWP,5515063,N
2018-013637CWP,5515167,N
2010.0515CWP,5515816,N
2010.0515CWP,5515817,N
2018-016721CUA,5516082,N
2018-016721CUA,5516083,N
2020-003223CUA,5517502,N
2017-016313CWP,5517627,N
2018-013637CWP,5517628,N
2018-013637CWP,5517629,N
2018-013637CWP,5517630,N
2007.1238E,5517868,N
2018-006794MLS,5518764,N
2020-003223CUA,5519325,N
2017-016313CWP,5519726,N
2017-016313CWP,5519727,N
2018-013637CWP,5519728,N
2018-013637CWP,5519729,N
2018-013637CWP,5519730,N
2018-013637CWP,5519731,N
2018-013637CWP,5519732,N
2018-013637CWP,5520109,N
2007.0168CUA-02,5520299,N
2019-022126COA-02,5520313,N
2019-022126COA-02,5520434,N
2017-005396MLS,5520552,N
2018-013637CWP,5520785,N
2018-013637CWP,5520786,N
2018-013637CWP,5520787,N
2018-013637CWP,5520788,N
2018-013637CWP,5520789,N
2017-016313CWP,5520980,N
2017-016313CWP,5520981,N
2007.1238E,5521964,N
2018-013637CWP,5522121,N
2018-013637CWP,5522122,N
2018-013637CWP,5522123,N
2018-013637CWP,5523544,N
2018-013637CWP,5523545,N
2018-013637CWP,5523547,N
2018-013637CWP,5523548,N
2018-013637CWP,5523549,N
2018-013637CWP,5523550,N
2018-013637CWP,5523551,N
2018-013637CWP,5523554,N
2018-013637CWP,5523555,N
2018-013637CWP,5523556,N
2018-013637CWP,5523557,N
2018-013637CWP,5523558,N
2018-013637CWP,5523561,N
2018-013637CWP,5523562,N
2018-013637CWP,5523564,N
2018-013637CWP,5523565,N
2018-013637CWP,5523566,N
2018-013637CWP,5523567,N
2018-013637CWP,5523568,N
2018-013637CWP,5523569,N
2018-013637CWP,5523571,N
2018-013637CWP,5523572,N
2018-013637CWP,5523573,N
2018-013637CWP,5523574,N
2018-013637CWP,5523575,N
2018-013637CWP,5523576,N
2018-013637CWP,5523577,N
2018-013637CWP,5523581,N
2018-013637CWP,5523582,N
2018-013637CWP,5523583,N
2018-013637CWP,5523584,N
2018-013637CWP,5523585,N
2018-013637CWP,5523586,N
2018-013637CWP,5523587,N
2018-013637CWP,5523589,N
2018-013637CWP,5523591,N
2018-013637CWP,5523592,N
2018-013637CWP,5523593,N
2018-013637CWP,5523594,N
2018-013637CWP,5523596,N
2018-013637CWP,5524560,N
2018-013637CWP,5524561,N
2018-013637CWP,5524562,N
2018-013637CWP,5524563,N
2018-013637CWP,5527431,N
2018-013637CWP,5527432,N
2018-013637CWP,5527433,N
2013.1259U,5527563,N
2018-013637CWP,5527894,N
2018-003036CWP,5527921,N
2013.1259U,5527976,N
2017-005396MLS,5529430,N
2017-005396MLS,5529431,N
2018-013637CWP,5529694,N
2018-013637CWP,5529695,N
2018-013637CWP,5529696,N
2018-013637CWP,5529697,N
2018-013637CWP,5529698,N
2017-015988CUA,5529947,N
2019-023105AHB,5530039,N
2019-023105AHB,5530042,N
2015-000937CWP,5530192,N
2018-016721CUA,5530602,N
2018-016721CUA,5530603,N
2007.1238E,5530617,N
2007.1238E,5530618,N
2007.1238E,5530619,N
2007.1238E,5532091,N
2007.1238E,5532092,N
2013.1259U,5532645,N
2018-013637CWP,5532714,N
2018-013637CWP,5532715,N
2018-013637CWP,5532716,N
2015-000937CWP,5532929,N
2014.0720U,5533110,N
2018-013637CWP,5533527,N
2018-013637CWP,5534085,N
2017-005396MLS,5534282,N
2007.1238E,5535289,N
2007.1238E,5535290,N
2018-013637CWP,5535319,N
2018-013637CWP,5535320,N
2018-013637CWP,5535322,N
2019-023105AHB,5535415,N
2006.1523DNX,5535837,N
2018-016721CUA,5536067,N
2018-013637CWP,5536596,N
2018-013637CWP,5536597,N
2020-009076COA,5537516,N
2020-009076COA,5537518,N
2018-013637CWP,5537855,N
2018-013637CWP,5537856,N
2018-013637CWP,5537857,N
2020-009076COA,5539274,N
2020-009076COA,5539281,N
2017-011878PHA-02,5539879,N
2009.0886C,5539963,N
2018-013637CWP,5539997,N
2018-013637CWP,5539998,N
2018-013637CWP,5539999,N
2018-013637CWP,5540204,N
2018-013637CWP,5540205,N
2007.1238E,5540382,N
2007.1238E,5540383,N
2019-006578SHD,5541628,N
2018-013637CWP,5543084,N
2018-013637CWP,5543085,N
2020-009312CUA,5543391,N
2018-007338MLS,5543509,N
2007.1238E,5543944,N
2007.1238E,5543945,N
2018-007338MLS,5544139,N
2020-009076COA,5544752,N
2007.1238E,5545041,N
2007.1238E,5545042,N
2007.1238E,5545043,N
2018-013637CWP,5545291,N
2007.1238E,5546377,N
2019-020818AHB,5546402,N
2017-016313CWP,5547082,N
2017-016313CWP,5547083,N
2018-013637CWP,5547706,N
2018-013637CWP,5547708,N
2018-013637CWP,5547709,N
2017-016313CWP,5548009,N
2007.1238E,5548479,N
2018-000949CUA,5548548,N
2021-001902VAR,5548549,N
2018-000949CUA,5548738,N
2021-001902VAR,5548739,N
2019-020818AHB,5549049,N
2019-020031CUA,5549110,N
2013.1259U,5549249,N
2020-009312CUA,5549268,N
2021-001902VAR,5549865,N
2015-009690CUA,5549876,N
2021-001902VAR,5550068,N
2018-013692CUA,5550131,N
2018-013637CWP,5550319,N
2018-000949CUA,5550765,N
2021-001902VAR,5550767,N
2017-016313CWP,5550772,N
2014.0720U,5551082,N
2017-005880MLS,5551083,N
2014.0599ENX,5551380,N
2017-016313CWP,5551479,N
2017-016313CWP,5551560,N
2017-005887MLS,5551866,N
2019-020031CUA,5552451,N
2019-020031CUA,5552452,N
2019-020031CUA,5552453,N
2014.0599ENX,5552466,N
2017-016313CWP,5552829,N
2020-009312CUA,5553213,N
2018-013692CUA,5553224,N
2021-008388GPR,5553715,N
2017-005880MLS,5553726,N
2017-016313CWP,5554185,N
2017-016313CWP,5554191,N
2017-016313CWP,5554224,N
2020-006576ENX,5554378,N
2020-008179COA-02,5554579,N
2013.0208E,5555192,N
2021-001902VAR,5556126,N
2020-004806AHB,5558666,N
2020-004806AHB,5559085,N
2020-004806AHB,5559375,N
2020-004806AHB,5559507,N
2021-001902VAR,5559511,N
2020-004806AHB,5559942,N
2018-000949CUA,5561665,N
2019-023623ENX,5562571,N
2019-022126COA,5564272,N
2019-022126COA,5564273,N
2019-022126COA,5564364,N
2019-022126COA,5564365,N
2020-004806AHB,5566163,N
2020-005610ENX,5568637,N
2018-006717MLS,5568678,N
2020-007991VAR,5569292,N
2019-022126COA,5569449,N
2017-005880MLS,5569515,N
2012.1531C_3,5570419,N
2018-013637CWP,5572232,N
2018-013637CWP,5572233,N
2019-022126COA,5572456,N
2010.0305DVA-04,5574068,N
2018-013637CWP,5574983,N
2018-013637CWP,5575014,N
2018-013637CWP,5575016,N
2019-022126COA,5575099,N
2018-013637CWP,5575835,N
2018-013637CWP,5575836,N
2018-003036CWP,5575860,N
2019-023623OFA,5576051,N
2019-023623OFA,5576216,N
2010.0305DVA-04,5576984,N
2020-005610ENX,5577209,N
2020-005610OFA,5577210,N
2019-011944OFA,5577645,N
2017-005880MLS,5578541,N
2010.0305DVA-04,5578976,N
2010.0305DVA-04,5578977,N
2011.1370E,5579084,N
2015-018094CWP,5579109,N
2015-018094CWP,5580559,N
2007.1238E,5580985,N
2021-006602CUA,5584258,N
2015-018094CWP,5586001,N
2015-018094CWP,5586887,N
2018-013637CWP,5590585,N
2018-013637CWP,5590587,N
2020-007488CUA,5591198,N
2020-007488CUA,5591199,N
2022-000194CWP,5591821,N
2018-013637CWP,5593313,N
2017-011878OFA,5595151,N
2018-013637CWP,5595705,N
2018-013637CWP,5595706,N
2018-013637CWP,5595707,N
2018-013637CWP,5595708,N
2018-013637CWP,5595709,N
2018-013637CWP,5595710,N
2018-013637CWP,5595711,N
2018-013637CWP,5595712,N
2018-013637CWP,5595713,N
2018-013637CWP,5595724,N
2018-013637CWP,5595725,N
2018-013637CWP,5595726,N
2018-013637CWP,5595727,N
2018-013637CWP,5595728,N
2018-013637CWP,5595729,N
2018-013637CWP,5595730,N
2018-013637CWP,5595731,N
2018-013637CWP,5595732,N
2018-013637CWP,5595733,N
2018-013637CWP,5595754,N
2018-013637CWP,5595755,N
2018-013637CWP,5595756,N
2018-013637CWP,5595757,N
2018-013637CWP,5595758,N
2018-013637CWP,5595759,N
2018-013637CWP,5595760,N
2018-013637CWP,5595761,N
2018-013637CWP,5595762,N
2018-013637CWP,5595763,N
2018-013637CWP,5595764,N
2018-013637CWP,5595765,N
2018-013637CWP,5595766,N
2018-013637CWP,5595767,N
2018-013637CWP,5595768,N
2018-013637CWP,5595769,N
2018-013637CWP,5595770,N
2018-013637CWP,5595771,N
2018-013637CWP,5595772,N
2018-003036CWP,5595915,N
2022-000194CWP,5596659,N
2022-000194CWP,5596660,N
2022-000194CWP,5596661,N
2018-014795ENX,5597141,N
2012.0355I,5597705,N
2017-011878PHA-02,5597865,N
2012.0355I,5598397,N
2022-000194CWP,5598907,N
2012.0355I,5600028,N
2017-011878PHA-02,5602934,N
2021-010017CUA,5605330,N
2015-000937CWP,5605366,N
2017-011878PHA-02,5606289,N
