RecordID,REVIEW_TYPE,closedate
2014.1242E,Categorical Exemption-Stamp,8/13/2014
2014.0564E,Categorical Exemption-Stamp,8/7/2014
2014.0619E_3,Categorical Exemption-Determination of Historic Resource Impact,10/16/2017
2014.1214E,Categorical Exemption-Stamp,8/8/2014
2014.1218E,Categorical Exemption-Determination of Historic Resource,9/19/2014
2014.1228E,Initial Study-Negative Declaration,10/28/2019
2006.1523E_5,Community Plan-Determination,5/3/2016
2014.1231E,Categorical Exemption-Stamp,9/15/2014
2014.1245E,Categorical Exemption-Stamp,8/15/2014
2014.1599E,Categorical Exemption-Stamp,9/24/2014
2013.1549E,Community Plan-Determination,11/15/2017
2014.1255E,Categorical Exemption-Stamp,9/2/2014
2014.1256E,Categorical Exemption-Stamp,9/2/2014
2014.1574E,Categorical Exemption-Stamp,8/29/2014
2014.1257E,Categorical Exemption-Determination of Historic Resource,9/17/2014
2014.1597E,Categorical Exemption-Stamp,9/24/2014
2014.1598E,Categorical Exemption-Stamp,9/24/2014
2014.1281E,Categorical Exemption-Stamp,8/28/2014
2014.1299E,Categorical Exemption-Determination of Historic Resource Impact,9/17/2014
2014.1300E,Categorical Exemption-Determination of Historic Resource,10/2/2014
2014.1079E,Categorical Exemption-Determination of Historic Resource,9/22/2014
2014.1304E,EIR Addendum,11/30/2017
2014.0903E,Categorical Exemption-Stamp,9/15/2014
2013.0677E_3,Community Plan-Exemption/Exclusion,3/25/2019
2014.1319E,Categorical Exemption-Stamp,8/28/2014
2014.1320E,Categorical Exemption-Stamp,8/28/2014
2014.1401E,Categorical Exemption-Stamp,9/17/2014
2014.1477E,Categorical Exemption-Stamp,9/25/2014
2014.1496E,Categorical Exemption-Determination of Historic Resource,12/15/2014
2013.0538E,Community Plan-Determination,7/18/2018
2013.1872E,Community Plan-Determination,6/2/2017
2013.0977E,Community Plan-Determination,7/24/2017
2014.1596E,Categorical Exemption-Stamp,9/24/2014
2014.0836E,Community Plan-Determination,11/29/2017
2014.1369E,Categorical Exemption-Stamp,9/9/2014
2014.1380E,Categorical Exemption-Certificate,2/25/2015
2014.1405E,Categorical Exemption-Stamp,9/12/2014
2014.1595E,Categorical Exemption-Stamp,9/24/2014
2014.1594E,Categorical Exemption-Stamp,9/24/2014
2014.1592E,Categorical Exemption-Stamp,9/17/2014
2014.1593E,Categorical Exemption-Stamp,9/24/2014
2014.0569E,Categorical Exemption-Stamp,10/9/2014
2014.1443E,Categorical Exemption-Stamp,10/1/2014
2013.1545E_3,Community Plan-Exemption/Exclusion,2/3/2016
2014.1476E,Categorical Exemption-Stamp,9/24/2014
2014.1486E,Categorical Exemption-Stamp,9/26/2014
2014.1488E,Categorical Exemption-Stamp,10/2/2014
2014.0168E,Community Plan-Determination,11/10/2015
2014.1603E,Categorical Exemption-Stamp,10/9/2014
2014.1102E,Categorical Exemption-Class 32,3/15/2018
2014.1515E,Categorical Exemption-Stamp,10/2/2014
2014.1516E,Categorical Exemption-Stamp,10/2/2014
2014.1524E,Categorical Exemption-Stamp,10/6/2014
2014.1063E,Categorical Exemption-Class 32,8/24/2017
2014.1558E,Categorical Exemption-Stamp,10/9/2014
2014.1058E,Categorical Exemption-Class 32,11/30/2017
2014.1602E,Categorical Exemption-Stamp,10/16/2014
2014.1041E,Community Plan-Determination,12/8/2016
2014-002033ENV,Community Plan-Exemption/Exclusion,1/7/2019
2014-001272ENV,Environmental Impact Report,8/24/2017
2014.0999ENV,Community Plan-Determination,10/17/2017
2013.1535ENV,Initial Study-Environmental Impact Report,5/27/2022
2014-002030ENV,Categorical Exemption-Class 32,12/5/2016
2014-000428ENV,Categorical Exemption-Stamp,12/4/2014
2014-002209ENV,Categorical Exemption-Stamp,12/2/2014
2014.1060ENV,Community Plan-Exemption/Exclusion,9/28/2017
2014-002255ENV,Categorical Exemption-Stamp,12/8/2014
2014-002337ENV,Categorical Exemption-Stamp,12/8/2014
2014-002725ENV,Categorical Exemption-Stamp,12/15/2014
2014-001576ENV,Categorical Exemption-Class 32,1/9/2019
2014-002824ENV,Initial Study,9/30/2019
2014.0926ENV,Initial Study-Negative Declaration,9/29/2016
2014.1213ENV,Community Plan-Exemption/Exclusion,11/17/2017
2014-000609ENV,Categorical Exemption-Class 32,5/11/2016
2014-003255ENV,Categorical Exemption-Class 32,11/16/2016
2015-000116ENV,Categorical Exemption-Determination of Historic Resource,12/20/2018
2014.1305ENV,Initial Study-Environmental Impact Report,2/11/2019
2014-000601ENV,Community Plan-Exemption/Exclusion,6/28/2016
2015-000451ENV,General Rule Exclusion,8/25/2017
2013.0253ENV,Community Plan-Exemption/Exclusion,3/22/2016
2014.1575ENV,Community Plan-Exemption/Exclusion,1/7/2016
2014.0964ENV,Community Plan-Determination,11/18/2016
2014-001062ENV,Categorical Exemption-Stamp,12/31/2018
2014-002414ENV,Categorical Exemption-Class 32,5/2/2016
2014.1258ENV,Community Plan-Determination,12/13/2017
2012.0153ENV-03,Negative Declaration Addendum,5/24/2016
2013.0770ENV,Community Plan-Determination,10/30/2018
2014-002026ENV,Community Plan-Exemption/Exclusion,11/29/2017
2014.1364ENV,Categorical Exemption-Class 32,11/21/2017
2014.1509ENV,Note to File,3/15/2017
2015-001958ENV,Categorical Exemption-Determination of Historic Resource Impact,9/6/2016
2014-002330ENV,Note to File,1/29/2016
2014-003160ENV,Community Plan-Exemption/Exclusion,1/29/2018
2015-002825ENV,Community Plan-Exemption/Exclusion,11/16/2017
2015-002837ENV,Note to File,12/7/2016
2015-002600ENV,Community Plan-Exemption/Exclusion,5/10/2016
2015-003791ENV,Categorical Exemption-Class 32,11/1/2016
2014-002035ENV,Community Plan-Determination,6/1/2017
2015-003952ENV,Categorical Exemption-Determination of Historic Resource Impact,5/9/2017
2014-002628ENV,Community Plan-Determination,12/10/2015
2014.0952ENV,Categorical Exemption-Class 32,9/19/2017
2015-001314ENV,Community Plan-Determination,11/12/2015
2015-004546ENV,Public Project Exemption,9/21/2017
2015-004297ENV,Categorical Exemption-Class 32,1/9/2019
2014-002849ENV,Categorical Exemption-Class 32,7/12/2017
2015-005479ENV,Categorical Exemption-Determination of Historic Resource,1/3/2018
2015-005388ENV,Community Plan-Exemption/Exclusion,1/6/2016
2014.1205ENV,Community Plan-Exemption/Exclusion,5/15/2020
2015-000878ENV,Categorical Exemption-Class 32,3/6/2017
2014-001674ENV,Categorical Exemption-Class 32,11/28/2017
2015-008631ENV,Categorical Exemption-Determination of Historic Resource,2/24/2016
2015-005848ENV,Community Plan-Exemption/Exclusion,10/28/2019
2015-008803ENV,Public Project Exemption,6/5/2017
2015-008058ENV,Community Plan-Determination,2/16/2017
2014.0376ENV,Community Plan-Exemption/Exclusion,9/19/2018
2014.1434ENV,Community Plan-Exemption/Exclusion,12/2/2016
2014-000534ENV,Categorical Exemption-Determination of Historic Resource,7/12/2017
2015-001360ENV,Initial Study-Negative Declaration,12/23/2019
2015-009647ENV,Categorical Exemption-Certificate,7/6/2017
2015-005329ENV,Categorical Exemption-Class 32,5/17/2017
2015-009891ENV,Categorical Exemption-Determination of Historic Resource,11/13/2015
2015-010090ENV,Categorical Exemption-Determination of Historic Resource,3/14/2016
2015-010827ENV,Public Project Exemption,1/22/2016
2015-010576ENV,Categorical Exemption-Certificate,10/20/2016
2015-011574ENV,Initial Study-Negative Declaration,12/10/2015
2015-012729ENV,Categorical Exemption-Class 32,9/25/2018
2015-012994ENV,Initial Study-Negative Declaration,4/4/2018
2015-005862ENV,Community Plan-Exemption/Exclusion,8/9/2017
2014.0334ENV,Community Plan-Exemption/Exclusion,7/31/2019
2015-013317ENV,Categorical Exemption-Stamp,10/6/2015
2015-013524ENV,Categorical Exemption-Stamp,11/19/2015
2014.0678ENV,Categorical Exemption-Class 32,11/22/2016
2015-013743ENV,Categorical Exemption-Determination of Historic Resource Impact,3/25/2016
2015-004085ENV,Community Plan-Initial Study/Environmental Evaluation,12/15/2016
2014.0734ENV,Categorical Exemption-Class 32,10/22/2020
2015-006485ENV,Public Project Exemption,11/12/2015
2015-011274ENV,Environmental Impact Report,8/15/2019
2015-015147ENV,Public Project Exemption,12/16/2015
2015-015278ENV,Categorical Exemption-Determination of Historic Resource,2/15/2017
2015-012087ENV,Categorical Exemption-Determination of Historic Resource,1/25/2017
2015-015473ENV,Public Project Exemption,10/2/2017
2015-015475ENV,Public Project Exemption,12/3/2015
2015-007917ENV,Categorical Exemption-Determination of Historic Resource,8/25/2017
2015-013487ENV,Categorical Exemption-Determination of Historic Resource,4/10/2018
2007.0347E_21,EIR Addendum,3/2/2016
2016-000017ENV,Categorical Exemption-Certificate,3/15/2018
2016-000346ENV,Community Plan-Determination,7/6/2017
2015-002338ENV,Categorical Exemption-Determination of Historic Resource,9/8/2016
2016-000857ENV,Initial Study-Negative Declaration,8/31/2017
2016-001091ENV,Categorical Exemption-Determination of Historic Resource Impact,4/17/2020
2016-001426ENV,Public Project Exemption,3/4/2016
2015-006697ENV,Categorical Exemption-Determination of Historic Resource,8/22/2016
2015-016243ENV,Categorical Exemption-Class 32,10/10/2018
2014.1573ENV,Categorical Exemption-Class 32,10/28/2019
2016-000601ENV,Community Plan-Determination,10/12/2017
2015-006512ENV,Community Plan-Exemption/Exclusion,12/21/2017
2015-016239ENV,Community Plan-Determination,3/26/2019
2016-003866ENV,Public Project Exemption,3/24/2016
2016-003935ENV,Public Project Exemption,4/5/2016
2016-003938ENV,Public Project Exemption,4/5/2016
2016-000378ENV,Categorical Exemption-Class 32,11/9/2018
2016-004209ENV,Public Project Exemption,6/27/2016
2016-004042ENV,Public Project Exemption,11/30/2017
2016-004349ENV,Categorical Exemption-Determination of Historic Resource,8/30/2016
2015-014148ENV,Community Plan-Determination,9/21/2018
2016-004678ENV,Statutory Exemption,4/15/2016
2016-004685ENV,Statutory Exemption,4/15/2016
2016-004687ENV,Statutory Exemption,4/15/2016
2016-004862ENV,Categorical Exemption-Determination of Historic Resource,11/18/2016
2016-004875ENV,Public Project Exemption,4/29/2016
2016-004878ENV,Other CEQA Guidelines Section,11/8/2018
2016-004923ENV,Statutory Exemption,5/12/2016
2016-000301ENV,Categorical Exemption-Stamp,5/25/2016
2015-009955ENV,Categorical Exemption-Class 32,5/25/2021
2016-005436ENV,Statutory Exemption,5/12/2016
2016-005484ENV,Statutory Exemption,5/9/2016
2016-005487ENV,Statutory Exemption,5/12/2016
2016-005537ENV,Public Project Exemption,11/8/2018
2015-011253ENV,Categorical Exemption-Class 32,1/30/2018
2016-005599ENV,Public Project Exemption,8/29/2017
2015-011215ENV,Community Plan-Determination,9/21/2017
2016-005739ENV,Categorical Exemption-Determination of Historic Resource Impact,1/25/2017
2015-012490ENV,Initial Study,9/18/2019
2016-005941ENV,Public Project Exemption,5/6/2016
2016-005945ENV,Public Project Exemption,5/6/2016
2015-016022ENV,Categorical Exemption-Stamp,5/27/2016
2016-004905ENV,Community Plan-Determination,1/4/2019
2016-006188ENV,Public Project Exemption,8/29/2017
2016-004276ENV,Categorical Exemption-Determination of Historic Resource,8/9/2019
2016-006801ENV,Categorical Exemption-Determination of Historic Resource,5/25/2016
2016-006860ENV,Categorical Exemption-Class 32,5/15/2020
2016-007164ENV,Statutory Exemption,6/27/2016
2016-007174ENV,Statutory Exemption,6/27/2016
2016-007175ENV,Statutory Exemption,7/14/2016
2016-007190ENV,Statutory Exemption,6/27/2016
2015-015229ENV,Categorical Exemption-Class 32,8/31/2017
2016-007593ENV,Categorical Exemption-Determination of Historic Resource Impact,2/16/2018
2016-007620ENV,Public Project Exemption,7/19/2016
2014-000140ENV,Categorical Exemption-Stamp,8/30/2016
2016-000058ENV,Categorical Exemption-Stamp,8/30/2016
2016-007695ENV,Community Plan-Exemption/Exclusion,7/13/2018
2016-008647ENV,Public Project Exemption,7/7/2016
2016-008348ENV,Public Project Exemption,7/20/2016
2016-008438ENV,Community Plan-Determination,9/12/2018
2016-008769ENV,Statutory Exemption,7/14/2016
2015-008813ENV,Categorical Exemption-Determination of Historic Resource,9/17/2018
2015-007651ENV,Categorical Exemption-Determination of Historic Resource,2/12/2020
2016-009312ENV,Public Project Exemption,7/18/2016
2016-004392ENV,Community Plan-Determination,7/6/2020
2016-009678ENV,Public Project Exemption,8/30/2016
2016-010095ENV,Categorical Exemption-Determination of Historic Resource,8/23/2017
2016-004541ENV,Categorical Exemption-Class 32,11/26/2018
2016-010651ENV,Categorical Exemption-Certificate,8/29/2017
2016-011016ENV,Public Project Exemption,10/17/2016
2016-011019ENV,Public Project Exemption,9/1/2016
2016-011043ENV,Categorical Exemption-Stamp,2/21/2019
2016-011091ENV,Public Project Exemption,8/30/2016
2016-011101ENV,Categorical Exemption-Stamp,12/20/2016
2016-011136ENV,Initial Study-Negative Declaration,6/24/2021
2016-011325ENV,Public Project Exemption,9/13/2016
2016-011333ENV,Statutory Exemption,9/7/2016
2016-006393ENV,Initial Study-Negative Declaration,10/18/2017
2016-009503ENV,Categorical Exemption-Stamp,10/22/2018
2016-012312ENV,Categorical Exemption-Certificate,4/7/2017
2016-011485ENV,Categorical Exemption-Stamp,11/18/2016
2016-010544ENV,Categorical Exemption-Class 32,5/5/2017
2016-007919ENV,Categorical Exemption-Certificate,3/1/2018
2016-011880ENV,Public Project Exemption,2/21/2017
2016-012157ENV,Statutory Exemption,9/21/2016
2016-012218ENV,Categorical Exemption-Stamp,4/5/2017
2016-012872ENV,Categorical Exemption-Determination of Historic Resource,5/22/2017
2016-005596ENV,Community Plan-Determination,6/25/2019
2016-012941ENV,Categorical Exemption-Determination of Historic Resource,4/10/2017
2016-013235ENV,Statutory Exemption,10/18/2016
2016-008651ENV,Community Plan-Determination,6/4/2018
2016-013306ENV,Categorical Exemption-Determination of Historic Resource,4/10/2018
2016-013312ENV,Community Plan-Exemption/Exclusion,5/26/2020
2016-013330ENV,Public Project Exemption,11/18/2016
2016-012474ENV,Categorical Exemption-Certificate,3/4/2021
2016-009538ENV,Community Plan-Determination,10/3/2019
2016-013809ENV,Public Project Exemption,11/18/2016
2016-013936ENV,Statutory Exemption,11/10/2016
2016-014062ENV,Community Plan-Determination,5/4/2018
2016-011827ENV,Community Plan-Determination,6/2/2021
2016-014739ENV,Public Project Exemption,11/15/2016
2016-014783ENV,Statutory Exemption,12/16/2016
2017-000188ENV,Initial Study-Negative Declaration,9/19/2018
2016-014894ENV,Categorical Exemption-Determination of Historic Resource,2/28/2017
2016-015092ENV,Community Plan-Determination,5/16/2018
2016-010380ENV,Categorical Exemption-Determination of Historic Resource,10/12/2017
2016-015443ENV,Public Project Exemption,12/2/2016
2016-016227ENV,Categorical Exemption-Stamp,12/21/2016
2016-016465ENV,Statutory Exemption,1/13/2017
2016-016481ENV,General Rule Exclusion,3/30/2017
2017-000094ENV,Community Plan-Determination,1/8/2019
2016-016604ENV,Categorical Exemption-Stamp,11/26/2018
2017-000149ENV,Statutory Exemption,1/13/2017
2017-000225ENV,Categorical Exemption-Stamp,10/28/2019
2016-010340ENV,Environmental Impact Report,4/16/2018
2016-013012ENV,Categorical Exemption-Class 32,6/17/2021
2017-000659ENV,Statutory Exemption,1/17/2017
2017-000665ENV,Statutory Exemption,1/23/2017
2017-000667ENV,Statutory Exemption,1/24/2017
2017-000689ENV,Statutory Exemption,1/31/2017
2016-005406ENV,Community Plan-Exemption/Exclusion,2/26/2018
2017-000807ENV,Statutory Exemption,1/24/2017
2017-000838ENV,General Rule Exclusion,3/29/2017
2017-001152ENV,Categorical Exemption-Stamp,4/18/2017
2016-015922ENV,Categorical Exemption-Determination of Historic Resource Impact,12/21/2017
2017-001340ENV,Statutory Exemption,2/3/2017
2017-001395ENV,Public Project Exemption,2/2/2017
2017-001443ENV,Public Project Exemption,2/17/2017
2017-001467ENV,Statutory Exemption,2/3/2017
2017-001775ENV,Public Project Exemption,9/15/2017
2017-001596ENV,Public Project Exemption,2/9/2017
2017-001419ENV,Categorical Exemption-Determination of Historic Resource,7/21/2017
2016-015987ENV,Categorical Exemption-Class 32,9/22/2022
2017-001690ENV,Community Plan-Exemption/Exclusion,7/11/2018
2017-001816ENV,Categorical Exemption-Class 32,6/28/2018
2013.1383ENV,Initial Study-Negative Declaration,7/20/2017
2017-002114ENV,Public Project Exemption,9/27/2017
2017-002116ENV,Public Project Exemption,9/27/2017
2017-002118ENV,Public Project Exemption,9/27/2017
2017-002647ENV,Categorical Exemption-Stamp,4/7/2017
2017-001230ENV,Categorical Exemption-Stamp,8/10/2017
2017-001270ENV,Community Plan-Determination,10/2/2018
2017-002649ENV,Statutory Exemption,3/6/2017
2016-015997ENV,Initial Study,2/12/2019
2017-002732ENV,Public Project Exemption,12/7/2017
2017-003133ENV,Statutory Exemption,3/23/2017
2017-003187ENV,Statutory Exemption,4/27/2017
2017-003193ENV,Statutory Exemption,4/27/2017
2017-003316ENV,Statutory Exemption,4/26/2017
2017-003559ENV,Transportation Impact Study,5/4/2020
2017-003367ENV,Categorical Exemption-Determination of Historic Resource,12/7/2017
2017-003582ENV,Public Project Exemption,3/27/2017
2017-000275ENV,Community Plan-Determination,2/25/2020
2017-003477ENV,Categorical Exemption-Determination of Historic Resource,8/25/2017
2017-003585ENV,Public Project Exemption,3/27/2017
2016-010589ENV,Community Plan-Exemption/Exclusion,2/9/2020
2017-000698ENV,Categorical Exemption-Determination of Historic Resource,12/11/2018
2017-003134ENV,NULL,2/15/2018
2017-010559ENV,Categorical Exemption-Determination of Historic Resource,6/12/2018
2017-004086ENV,Statutory Exemption,4/19/2017
2017-004277ENV,Public Project Exemption,4/6/2017
2017-004389ENV,Public Project Exemption,12/7/2017
2017-004764ENV,Statutory Exemption,4/27/2017
2014-001569ENV,Categorical Exemption-Determination of Historic Resource,1/24/2019
2017-002951ENV,Community Plan-Exemption/Exclusion,5/16/2019
2017-005039ENV,Statutory Exemption,10/25/2019
2017-005103ENV,Categorical Exemption-Stamp,12/7/2017
2017-005156ENV,Public Project Exemption,10/25/2019
2017-005154ENV,Initial Study,6/9/2020
2017-005988ENV,Statutory Exemption,5/19/2017
2017-006124ENV,Public Project Exemption,6/8/2017
2017-006601ENV,Public Project Exemption,1/23/2018
2017-006650ENV,Public Project Exemption,1/25/2018
2017-007608ENV,Categorical Exemption-Determination of Historic Resource Impact,8/4/2017
2017-006848ENV,Statutory Exemption,6/8/2017
2017-007264ENV,Public Project Exemption,1/18/2018
2017-007120ENV,Statutory Exemption,6/8/2017
2017-007340ENV,Statutory Exemption,6/30/2017
2017-008247ENV,Categorical Exemption-Determination of Historic Resource,3/28/2018
2017-007654ENV,Public Project Exemption,6/20/2017
2017-007721ENV,Statutory Exemption,6/30/2017
2017-007812ENV,Public Project Exemption,8/9/2017
2017-008483ENV,Categorical Exemption-Determination of Historic Resource,8/21/2017
2017-008051ENV,Environmental Impact Report,7/31/2020
2017-007995ENV,Categorical Exemption-Stamp,12/7/2017
2017-008402ENV,Public Project Exemption,7/14/2017
2017-000722ENV,Categorical Exemption-Determination of Historic Resource,2/13/2018
2017-003959ENV,Categorical Exemption-Determination of Historic Resource,9/14/2018
2016-001557ENV-02,Community Plan-Determination,7/31/2018
2017-008824ENV,Initial Study-Negative Declaration,6/5/2019
2017-008905ENV,Categorical Exemption-Determination of Historic Resource,10/16/2017
2017-009220ENV,Negative Declaration Addendum,10/5/2018
2017-010149ENV,Categorical Exemption-Determination of Historic Resource,4/10/2018
2017-006245ENV,Categorical Exemption-Determination of Historic Resource Impact,3/7/2018
2007.0946ENV-06,EIR Addendum,3/3/2020
2017-009701ENV,Statutory Exemption,8/10/2017
2017-015704ENV,Categorical Exemption-Determination of Historic Resource,12/13/2019
2017-011188ENV,Public Project Exemption,1/18/2018
2017-011190ENV,Public Project Exemption,10/13/2017
2017-010485ENV,Statutory Exemption,8/31/2017
2017-010521ENV,Public Project Exemption,12/7/2017
2017-010917ENV,Public Project Exemption,8/25/2017
2017-011178ENV,Public Project Exemption,1/18/2018
2017-010841ENV,Statutory Exemption,10/25/2019
2016-011632ENV,Categorical Exemption-Certificate,3/8/2018
2017-011094ENV,Statutory Exemption,12/7/2017
2017-004557ENV,Categorical Exemption-Class 32,3/1/2021
2017-011228ENV,Statutory Exemption,11/14/2017
2017-011465ENV,EIR Addendum,3/2/2018
2017-015572ENV,Categorical Exemption-Determination of Historic Resource,5/8/2019
2017-013259ENV,Categorical Exemption-Determination of Historic Resource,11/22/2017
2017-011429ENV,Statutory Exemption,11/14/2017
2017-005738ENV,Categorical Exemption-Determination of Historic Resource,1/28/2020
2017-007542ENV,Initial Study-Negative Declaration,7/23/2018
2017-011878ENV,Initial Study-Environmental Impact Report,2/20/2020
2017-012132ENV,Categorical Exemption-Determination of Historic Resource,9/25/2018
2017-004721ENV,Categorical Exemption-Certificate,11/6/2017
2017-012498ENV,Public Project Exemption,9/28/2017
2017-011689ENV,Categorical Exemption-Certificate,5/9/2019
2017-013269ENV,Public Project Exemption,11/1/2017
2017-013059ENV,Categorical Exemption-Determination of Historic Resource,3/15/2018
2017-013130ENV,Statutory Exemption,10/13/2017
2017-013224ENV,Public Project Exemption,11/1/2017
2017-013410ENV,Categorical Exemption-Certificate,12/27/2017
2017-006615ENV,Categorical Exemption-Class 32,8/6/2018
2017-013959ENV,Categorical Exemption-Certificate,1/2/2020
2018-001033ENV,Categorical Exemption-Determination of Historic Resource,4/5/2019
2017-013880ENV,Public Project Exemption,10/30/2017
2016-014802ENV,Initial Study-Environmental Impact Report,5/21/2020
2017-014685ENV,Categorical Exemption-Determination of Historic Resource Impact,3/15/2018
2017-015632ENV,Public Project Exemption,1/12/2018
2017-014283ENV,Statutory Exemption,11/14/2017
2017-014369ENV,Statutory Exemption,11/14/2017
2017-015226ENV,Public Project Exemption,12/1/2017
2017-014375ENV,PUC EIR,6/17/2021
2018-003436ENV,Categorical Exemption-Determination of Historic Resource,10/28/2019
2017-013728ENV,Community Plan-Determination,5/6/2021
2018-003094ENV,Categorical Exemption-Determination of Historic Resource,4/13/2018
2017-012929ENV,Categorical Exemption-Determination of Historic Resource,12/13/2018
2016-010686ENV,Categorical Exemption-Determination of Historic Resource,3/20/2018
2017-015228ENV,Public Project Exemption,12/1/2017
2017-015242ENV,Statutory Exemption,10/28/2019
2017-015407ENV,Public Project Exemption,1/12/2018
2016-008604ENV,Categorical Exemption-Class 32,7/19/2021
2017-015691ENV,Categorical Exemption-Class 32,2/20/2020
2017-015730ENV,Categorical Exemption-Determination of Historic Resource,5/14/2018
2017-016403ENV,Public Project Exemption,5/7/2018
2017-016104ENV,Public Project Exemption,2/9/2018
2017-016437ENV,Categorical Exemption-Determination of Historic Resource,4/25/2018
2018-002681ENV,Categorical Exemption-Stamp,4/20/2018
2017-009796ENV,Community Plan-Determination,3/2/2020
2017-015678ENV,Categorical Exemption-Class 32,11/23/2021
2018-000037ENV,Statutory Exemption,1/8/2018
2018-000039ENV,Statutory Exemption,1/5/2018
2017-015199ENV,Categorical Exemption-Stamp,11/29/2018
2018-003865ENV,Categorical Exemption-Stamp,4/3/2018
2018-000845ENV,Public Project Exemption,2/5/2018
2018-000639ENV,Public Project Exemption,10/28/2019
2018-000763ENV,Statutory Exemption,1/23/2018
2015-008247ENV,Categorical Exemption-Determination of Historic Resource,5/9/2018
2018-000984ENV,Statutory Exemption,1/23/2018
2018-001122ENV,Community Plan-Determination,9/29/2020
2018-010846ENV,Categorical Exemption-Stamp,10/16/2018
2018-001887ENV,Categorical Exemption-Determination of Historic Resource,3/9/2018
2017-001075ENV,Categorical Exemption-Class 32,1/21/2021
2018-001372ENV,Public Project Exemption,5/7/2018
2017-015587ENV,Categorical Exemption-Determination of Historic Resource Impact,4/25/2018
2018-001705ENV,Public Project Exemption,5/8/2018
2018-001764ENV,Categorical Exemption-Certificate,2/22/2018
2017-000263ENV,Categorical Exemption-Determination of Historic Resource,5/8/2018
2018-001890ENV,Public Project Exemption,2/20/2018
2018-001983ENV,Initial Study-Negative Declaration,11/1/2018
2016-013505ENV,Categorical Exemption-Determination of Historic Resource Impact,11/9/2018
2017-008991ENV,Categorical Exemption-Determination of Historic Resource,4/10/2018
2018-002640ENV,Categorical Exemption-Determination of Historic Resource,5/21/2018
2018-002632ENV,Categorical Exemption-Determination of Historic Resource,4/23/2018
2018-002861ENV,Public Project Exemption,3/1/2018
2017-012336ENV,Categorical Exemption-Determination of Historic Resource,4/5/2018
2018-003103ENV,Categorical Exemption-Stamp,7/12/2019
2018-002318ENV,Categorical Exemption-Class 32,3/20/2019
2018-003258ENV,Statutory Exemption,3/16/2018
2018-001936ENV,Categorical Exemption-Class 32,11/26/2018
2018-004515ENV,Public Project Exemption,4/6/2018
2017-013929ENV,Categorical Exemption-Class 32,1/9/2019
2018-003398ENV,Categorical Exemption-Determination of Historic Resource Impact,7/10/2018
2017-015039ENV,Community Plan-Determination,4/27/2021
2018-003808ENV,Public Project Exemption,3/27/2018
2018-003959ENV,Public Project Exemption,3/27/2018
2018-004002ENV,Public Project Exemption,4/6/2018
2018-006248ENV,Public Project Exemption,4/26/2018
2018-004158ENV,Categorical Exemption-Determination of Historic Resource Impact,1/29/2019
2018-004529ENV,Public Project Exemption,4/6/2018
2018-004105ENV,Statutory Exemption,3/23/2018
2018-004111ENV,Statutory Exemption,3/27/2018
2018-004120ENV,Statutory Exemption,3/27/2018
2018-004125ENV,Statutory Exemption,3/27/2018
2018-004132ENV,Statutory Exemption,10/28/2019
2018-004154ENV,Statutory Exemption,3/26/2018
2018-004212ENV,Statutory Exemption,3/27/2018
2018-007166ENV,Public Project Exemption,5/21/2018
2018-004300ENV,Public Project Exemption,4/12/2018
2018-004749ENV,Public Project Exemption,4/6/2018
2018-005545ENV,Public Project Exemption,4/26/2018
2018-005309ENV,Statutory Exemption,10/24/2019
2018-005323ENV,Categorical Exemption-Determination of Historic Resource,4/27/2018
2018-005418ENV,Public Project Exemption,11/29/2018
2018-005625ENV,Public Project Exemption,11/29/2018
2018-005774ENV,Public Project Exemption,7/10/2018
2018-005925ENV,Statutory Exemption,10/24/2019
2018-005989ENV,Statutory Exemption,10/24/2019
2018-005995ENV,Statutory Exemption,10/24/2019
2018-006008ENV,Statutory Exemption,10/24/2019
2018-006180ENV,Public Project Exemption,10/28/2019
2018-006203ENV,Categorical Exemption-Stamp,5/30/2018
2018-006359ENV,Public Project Exemption,5/7/2018
2018-006407ENV,Public Project Exemption,5/7/2018
2018-008114ENV,Categorical Exemption-Stamp,2/15/2019
2018-007001ENV,Categorical Exemption-Determination of Historic Resource,6/15/2018
2018-006782ENV,Public Project Exemption,5/16/2018
2018-002625ENV,Categorical Exemption-Class 32,7/14/2021
2018-006841ENV,Statutory Exemption,5/16/2018
2018-007682ENV,Categorical Exemption-Stamp,9/20/2018
2018-007094ENV,Categorical Exemption-Stamp,7/25/2018
2017-007283ENV,Categorical Exemption-Determination of Historic Resource,12/6/2018
2018-013162ENV,Categorical Exemption-Determination of Historic Resource,4/23/2020
2017-016476ENV,Categorical Exemption-Class 32,10/4/2018
2017-014346ENV,Categorical Exemption-Determination of Historic Resource,9/14/2018
2018-002266ENV,Categorical Exemption-Determination of Historic Resource,8/9/2018
2018-007730ENV,Categorical Exemption-Determination of Historic Resource,8/1/2018
2017-012585ENV,Categorical Exemption-Determination of Historic Resource,10/28/2019
2018-007844ENV,Categorical Exemption-Determination of Historic Resource,12/5/2018
2018-007883ENV,Initial Study-Environmental Impact Report,8/20/2020
2018-008971ENV,Categorical Exemption-Determination of Historic Resource,9/14/2018
2018-007962ENV,Statutory Exemption,10/24/2019
2018-007979ENV,Statutory Exemption,10/24/2019
2018-007983ENV,Statutory Exemption,10/24/2019
2018-008030ENV,Categorical Exemption-Stamp,7/11/2018
2018-008221ENV,Statutory Exemption,7/10/2018
2018-008329ENV,Public Project Exemption,11/26/2018
2018-008351ENV,Public Project Exemption,9/26/2018
