REC_NUM,EXPIRATION_DATE,EXPIRATION_STATUS,B1_PER_CATEGORY,APPLICATION_NAME,OPENED_DATE,RECORD_STATUS
2021-000135STR,1/31/2021,Pending,STR,651 Kansas Street,6/21/2019,Accepted
2021-000136STR,1/31/2021,Pending,STR,675 Silver Ave,3/11/2020,Accepted
2021-000137STR,1/31/2021,Pending,STR,689 Florida Street,2/1/2020,Accepted
2021-000138STR,1/31/2021,Pending,STR,70 Arroyo Way,1/22/2020,Accepted
2021-000139STR,1/31/2021,Pending,STR,71 Parnassus Avenue,6/19/2019,Accepted
2021-000140STR,1/31/2021,Pending,STR,722 Steiner St #A,8/24/2019,Accepted
2021-000141STR,1/31/2021,Pending,STR,729 Congo Street,2/11/2019,Accepted
2021-000142STR,1/31/2021,Pending,STR,730 7th ave,2/4/2020,Accepted
2021-000143STR,1/31/2021,Pending,STR,"733 Chestnut St, Apt 2",2/25/2020,Accepted
2021-000144STR,1/31/2021,Pending,STR,739 shotwell st,3/27/2020,Accepted
2021-000145STR,1/31/2021,Pending,STR,750 Bay Street Apt 3,11/3/2019,Accepted
2021-000146STR,1/31/2021,Pending,STR,759 Page Street,11/26/2018,Accepted
2021-000147STR,1/31/2021,Pending,STR,77 Leese St,4/3/2020,Accepted
2021-000148STR,1/31/2021,Pending,STR,"770 Clayton Street, Apt 2",2/27/2020,Accepted
2021-000149STR,1/31/2021,Pending,STR,7713 Geary Blvd #1,2/5/2020,Accepted
2021-000150STR,1/31/2021,Pending,STR,779 San Bruno Ave,3/27/2020,Accepted
2021-000151STR,1/31/2021,Pending,STR,790 Pacheco St,9/18/2019,Accepted
2021-000152STR,1/31/2021,Pending,STR,817 Lombard St,8/9/2019,Accepted
2021-000153STR,1/31/2021,Pending,STR,829 Cortland Avenue,2/7/2020,Accepted
2021-000154STR,1/31/2021,Pending,STR,829 Fillmore,5/4/2020,Accepted
2021-000155STR,1/31/2021,Pending,STR,83 Sharon Street,11/9/2019,Accepted
2021-000156STR,1/31/2021,Pending,STR,844A Page Street,9/12/2019,Accepted
2021-000157STR,1/31/2021,Pending,STR,853 Moultrie St,2/15/2020,Accepted
2021-000158STR,1/31/2021,Pending,STR,918 divisadero st,3/18/2020,Accepted
2021-000159STR,1/31/2021,Pending,STR,"930 Bay St, #9",5/29/2020,Accepted
2021-000160STR,1/31/2021,Pending,STR,941 14th Street,11/17/2019,Accepted
2021-000161STR,1/31/2021,Pending,STR,"942 Divisadero Street, Unit 201",8/6/2019,Under Review
2021-000162STR,1/31/2021,Pending,STR,955 Brussels,1/30/2020,Accepted
2021-000163STR,1/31/2021,Pending,STR,"950 Harrison Street, unit 102",12/9/2020,Submitted
2021-000164STR,1/31/2021,Pending,STR,"2305 Washington Street, APT 301",11/4/2020,Accepted
2021-000165STR,1/31/2021,Pending,STR,1272 HAMPSHIRE ST,9/21/2020,Accepted
2021-000166STR,1/31/2021,Pending,STR,1511 24th ave ,7/29/2020,Accepted
2021-000167STR,1/31/2021,Pending,STR,1851 27th Avenue,7/21/2020,Accepted
2021-000008STR,1/31/2021,Pending,STR,1 Morningside Drive,10/9/2019,Accepted
2021-000009STR,1/31/2021,Pending,STR,1011 23rd St Apt 12,2/20/2020,Accepted
2021-000010STR,1/31/2021,Pending,STR,1050 Noriega St,5/16/2020,Accepted
2021-000011STR,1/31/2021,Pending,STR,1062 sutter st,5/11/2020,Accepted
2021-000012STR,1/31/2021,Pending,STR,"1071 Page St, Apt, Suite, Bldg. (optional)",11/1/2019,Under Review
2021-000013STR,1/31/2021,Pending,STR,"1071 Page St, Apt, Suite, Bldg. (optional)",11/1/2019,Under Review
2021-000014STR,1/31/2021,Pending,STR,1090 Page Street Apt 4,3/2/2020,Accepted
2021-000015STR,1/31/2021,Pending,STR,111 Chestnut St Unit 411,11/22/2019,Accepted
2021-000016STR,1/31/2021,Pending,STR,1115 Filbert Street,7/24/2019,Accepted
2021-000017STR,1/31/2021,Pending,STR,1128 Harrison Street,5/6/2020,Accepted
2021-000018STR,1/31/2021,Pending,STR,1148 Dolores Street,7/1/2019,Accepted
2021-000019STR,1/31/2021,Pending,STR,1218 22nd Avenue,7/26/2019,Accepted
2021-000020STR,1/31/2021,Pending,STR,1229 Page Street,6/9/2020,Accepted
2021-000021STR,1/31/2021,Pending,STR,1231 York Street,5/7/2019,Accepted
2021-000022STR,1/31/2021,Pending,STR,1246 36th Avenue,11/13/2019,Accepted
2021-000023STR,1/31/2021,Pending,STR,126 Cayuga Ave,7/28/2019,Accepted
2021-000024STR,1/31/2021,Pending,STR,1305 LAGUNA ST APT 4,12/20/2019,Accepted
2021-000025STR,1/31/2021,Pending,STR,1306 10th ave,3/31/2020,Accepted
2021-000026STR,1/31/2021,Pending,STR,1322 Eddy Street,1/31/2020,Accepted
2021-000027STR,1/31/2021,Pending,STR,1326 THOMAS AVENUE,11/28/2018,Accepted
2021-000028STR,1/31/2021,Pending,STR,1332 Portola Dr,11/28/2019,Accepted
2021-000092STR,1/31/2021,Pending,STR,"3338 23rd St., Apt A",4/5/2020,Accepted
2021-000029STR,1/31/2021,Pending,STR,136 Dore Street,6/18/2019,Accepted
2021-000030STR,1/31/2021,Pending,STR,1367 37th Avenue,11/18/2018,Accepted
2021-000031STR,1/31/2021,Pending,STR,1468 Broadway,7/31/2018,Under Review
2021-000032STR,1/31/2021,Pending,STR,147 Stillman St.,4/22/2020,Accepted
2021-000033STR,1/31/2021,Pending,STR,149 Prospect Avenue,6/7/2019,Accepted
2021-000034STR,1/31/2021,Pending,STR,1490 39th Avenue,1/27/2020,Accepted
2021-000035STR,1/31/2021,Pending,STR,15 Claremont Blvd,1/10/2020,Accepted
2021-000036STR,1/31/2021,Pending,STR,1521 Treat Ave,4/2/2020,Accepted
2021-000037STR,1/31/2021,Pending,STR,"1550 Page Street, Unit A",3/27/2020,Accepted
2021-000038STR,1/31/2021,Pending,STR,156 Cresta Vista Dr.,11/1/2019,Accepted
2021-000039STR,1/31/2021,Pending,STR,16 Cityview Way,5/4/2020,Accepted
2021-000040STR,1/31/2021,Pending,STR,160 Otsego Avenue,3/1/2019,Accepted
2021-000041STR,1/31/2021,Pending,STR,1620 Noe Street,1/10/2020,Accepted
2021-000042STR,1/31/2021,Pending,STR,1658 QUESADA AVE,12/6/2019,Accepted
2021-000043STR,1/31/2021,Pending,STR,1672 19th Ave,8/7/2019,Accepted
2021-000044STR,1/31/2021,Pending,STR,1707 Jones Street,12/12/2018,Under Review
2021-000045STR,1/31/2021,Pending,STR,1730 22nd Ave,2/14/2020,Accepted
2021-000046STR,1/31/2021,Pending,STR,1772 Golden Gate Ave.,1/24/2020,Accepted
2021-000047STR,1/31/2021,Pending,STR,1832 Mason Street Unit A,9/21/2018,Accepted
2021-000048STR,1/31/2021,Pending,STR,1981 Clay Street,2/22/2020,Accepted
2021-000049STR,1/31/2021,Pending,STR,2030 Santiago Street,2/6/2020,Accepted
2021-000050STR,1/31/2021,Pending,STR,2047 44th Ave,2/8/2020,Accepted
2021-000051STR,1/31/2021,Pending,STR,2048 Sloat Blvd,2/27/2020,Accepted
2021-000052STR,1/31/2021,Pending,STR,2050 31st Avenue,1/16/2020,Accepted
2021-000053STR,1/31/2021,Pending,STR,207 Guerrero St,3/30/2020,Accepted
2021-000054STR,1/31/2021,Pending,STR,2103 Ellis St,9/11/2019,Accepted
2021-000055STR,1/31/2021,Pending,STR,212 Union Street,6/24/2019,Under Review
2021-000056STR,1/31/2021,Pending,STR,2156 Bush Street,6/3/2020,Accepted
2021-000057STR,1/31/2021,Pending,STR,2215 32nd Ave,3/1/2020,Accepted
2021-000058STR,1/31/2021,Pending,STR,2247 44th Avenue,6/19/2019,Accepted
2021-000059STR,1/31/2021,Pending,STR,2284 Bryant St,3/28/2020,Accepted
2021-000060STR,1/31/2021,Pending,STR,232 San Carlos Street,5/22/2020,Accepted
2021-000061STR,1/31/2021,Pending,STR,235 Dorland street,1/29/2020,Accepted
2021-000062STR,1/31/2021,Pending,STR,235 Rutledge Street,2/12/2020,Accepted
2021-000063STR,1/31/2021,Pending,STR,2406 Washington Street,1/11/2019,Accepted
2021-000064STR,1/31/2021,Pending,STR,2439 17th Avenue,5/11/2020,Accepted
2021-000065STR,1/31/2021,Pending,STR,2445 Fillmore Street Unit 1,6/27/2019,Under Review
2021-000066STR,1/31/2021,Pending,STR,247 GARCES DR,9/11/2019,Accepted
2021-000067STR,1/31/2021,Pending,STR,247 Judson Ave.,3/2/2020,Accepted
2021-000068STR,1/31/2021,Pending,STR,2473 27th Avenue,9/25/2019,Accepted
2021-000069STR,1/31/2021,Pending,STR,2476 3rd Street,6/18/2019,Accepted
2021-000070STR,1/31/2021,Pending,STR,250 Duncan Street,11/2/2019,Accepted
2021-000071STR,1/31/2021,Pending,STR,2525 19th Street,9/20/2019,Accepted
2021-000072STR,1/31/2021,Pending,STR,2560 Sacramento Street,5/19/2020,Accepted
2021-000073STR,1/31/2021,Pending,STR,26 Caine Avenue,8/5/2019,Accepted
2021-000074STR,1/31/2021,Pending,STR,264 Glenview Drive,2/21/2020,Accepted
2021-000075STR,1/31/2021,Pending,STR,274 Hartford St,5/14/2020,Accepted
2021-000076STR,1/31/2021,Pending,STR,276 Fowler Ave.,12/11/2019,Accepted
2021-000077STR,1/31/2021,Pending,STR,2811 Golden Gate Ave,5/8/2020,Accepted
2021-000078STR,1/31/2021,Pending,STR,2872 25th St,1/28/2020,Accepted
2021-000079STR,1/31/2021,Pending,STR,"2875 21st St, Apt 14",4/2/2020,Accepted
2021-000080STR,1/31/2021,Pending,STR,2884 Jackson Street,12/9/2018,Accepted
2021-000081STR,1/31/2021,Pending,STR,2900 21st Street,2/14/2020,Accepted
2021-000082STR,1/31/2021,Pending,STR,2905 23rd street,2/26/2020,Accepted
2021-000083STR,1/31/2021,Pending,STR,2934 Franklin Street,8/7/2018,Accepted
2021-000084STR,1/31/2021,Pending,STR,2985 Harrison St,3/20/2020,Accepted
2021-000085STR,1/31/2021,Pending,STR,301 Monterey Blvdn unit 1,9/11/2019,Accepted
2021-000086STR,1/31/2021,Pending,STR,3100 Turk Blvd.,2/5/2020,Accepted
2021-000087STR,1/31/2021,Pending,STR,3131 Divisadero Street Unit B,1/29/2018,Accepted
2021-000088STR,1/31/2021,Pending,STR,3132 Laguna Street,11/1/2019,Accepted
2021-000089STR,1/31/2021,Pending,STR,318 Staples Ave,2/29/2020,Accepted
2021-000090STR,1/31/2021,Pending,STR,3221 Broderick,3/2/2020,Accepted
2021-000091STR,1/31/2021,Pending,STR,33 Topaz Way,5/6/2020,Accepted
2021-000125STR,1/31/2021,Pending,STR,601A Diamond Street,3/6/2020,Accepted
2017-001345STR,2/2/2021,About to Expire,STR,60 TEMESCAL TER,2/1/2017,Closed - Approved
2018-014797STR,2/3/2021,About to Expire,STR,424 Hamilton Street,10/29/2018,Closed - Approved
2018-000224STR,2/3/2021,About to Expire,STR,"557 Fillmore Street, 4",11/15/2017,Closed - Approved
2016-015644STR,2/3/2021,About to Expire,STR,745 10TH AVE,12/7/2016,Closed - Approved
2019-001245STR,2/3/2021,About to Expire,STR,144 Lower Terrace,1/30/2019,Closed - Approved
2019-000649STR,2/5/2021,Inactive,STR,1011 23rd Street Unit 15,1/16/2019,Closed - Approved
2019-001450STR,2/5/2021,About to Expire,STR,65 Cleary Court Apt 1,2/5/2019,Closed - Approved
2018-017353STR,2/5/2021,About to Expire,STR,140 Brentwood Avenue,12/31/2018,Closed - Approved
2016-014800STR,2/6/2021,About to Expire,STR,16 Wilmot Street,11/15/2016,Closed - Approved
2019-001559STR,2/6/2021,About to Expire,STR,2013 Oak Street Unit A,2/7/2019,Closed - Approved
2019-000448STR,2/6/2021,About to Expire,STR,600 Stanyan Street Unit 101,1/10/2019,Closed - Approved
2019-001583STR,2/7/2021,About to Expire,STR,250 Moultrie Street,2/7/2019,Closed - Approved
2019-001545STR,2/7/2021,About to Expire,STR,550 Mississippi Street,2/7/2019,Closed - Approved
2019-001556STR,2/7/2021,About to Expire,STR,494 Joost Avenue,2/7/2019,Closed - Approved
2017-001574STR,2/8/2021,About to Expire,STR,1191 Oak Street,2/6/2017,Closed - Approved
2017-001132STR,2/9/2021,Active,STR,461 Andover Street,1/26/2017,Closed - Approved
2018-005035STR,2/10/2021,Active,STR,1426 48th Avenue,2/16/2018,Closed - Approved
2018-014730STR,2/10/2021,Active,STR,1327 11th Avenue,10/28/2018,Closed - Approved
2019-001577STR,2/11/2021,Inactive,STR,742 Natoma Street,2/7/2019,Closed - Approved
2019-001838STR,2/13/2021,Active,STR,344 Hermann Street,2/13/2019,Closed - Approved
2017-001736STR,2/13/2021,Active,STR,1060 FLORIDA ST,2/10/2017,Closed - Approved
2019-001841STR,2/13/2021,Inactive,STR,86 Elgin Park,2/13/2019,Closed - Approved
2019-001554STR,2/14/2021,Active,STR,2523 44th Avenue,2/7/2019,Closed - Approved
2018-011150STR,2/14/2021,Active,STR,801 RHODE ISLAND STREET,8/14/2018,Closed - Approved
2019-001538STR,2/14/2021,Active,STR,2697 22nd Street,2/7/2019,Closed - Approved
2018-005224STR,2/14/2021,Active,STR,1951 Turk Street,1/16/2018,Closed - Approved
2016-015986STR,2/14/2021,Active,STR,1614 Anza Street,12/14/2016,Closed - Approved
2017-001806STR,2/16/2021,Active,STR,1406 York Street,2/13/2017,Closed - Approved
2017-001562STR,2/16/2021,Active,STR,41 Abbey Street,2/6/2017,Closed - Approved
2019-001575STR,2/18/2021,Active,STR,343 Frederick Street Apt. 2,2/7/2019,Closed - Approved
2019-001988STR,2/18/2021,Active,STR,7 Cityview Way,2/19/2019,Closed - Approved
2018-010229STR,2/19/2021,Active,STR,181 Skyview Way,7/25/2018,Closed - Approved
2015-001305STR,2/19/2021,Active,STR,1206 18th Street,2/5/2015,Closed - Approved
2015-001104STR,2/19/2021,Active,STR,1045 Shotwell,2/2/2015,Closed - Approved
2015-001343STR,2/19/2021,Active,STR,1501 McKinnon Avenue,2/6/2015,Closed - Approved
2015-001200STR,2/19/2021,Active,STR,17 Whitney Street,2/4/2015,Closed - Approved
2019-002090STR,2/19/2021,Active,STR,1257 Alemany Boulevard,2/20/2019,Closed - Approved
2019-002137STR,2/19/2021,Active,STR,3577 22nd Street,2/20/2019,Closed - Approved
2019-002116STR,2/20/2021,Active,STR,3336 Quintara Street,2/20/2019,Closed - Approved
2018-004905STR,2/20/2021,Active,STR,526 Precita Avenue,2/21/2018,Closed - Approved
2019-002146STR,2/20/2021,Active,STR,1222 Harrison Street Unit 2606,2/21/2019,Closed - Approved
2017-012904STR,2/20/2021,Active,STR,3869 25th Street,10/6/2017,Closed - Approved
2017-000102STR,2/21/2021,Active,STR,753 Cayuga Avenue,1/4/2017,Closed - Approved
2017-002178STR,2/22/2021,Inactive,STR,245 5th Street #106 STR,2/22/2017,Closed - Approved
2019-002256STR,2/24/2021,Active,STR,2880 Golden Gate Avenue,2/25/2019,Closed - Approved
2019-002264STR,2/24/2021,Inactive,STR,110 Chattanooga Street Apt B,2/25/2019,Closed - Approved
2015-005112STR,2/24/2021,Active,STR,917 Broderick Street,4/23/2015,Closed - Approved
2015-001223STR,2/24/2021,Active,STR,10 Gold Mine Drive,2/4/2015,Closed - Approved
2018-011535STR,2/24/2021,Active,STR,945 14th Street,8/22/2018,Closed - Approved
2015-001287STR,2/24/2021,Active,STR,100 Capistrano,2/5/2015,Closed - Approved
2015-001087STR,2/25/2021,Inactive,STR,1946 22nd Ave,2/2/2015,Closed - Approved
2015-001177STR,2/25/2021,Active,STR,349 Mississippi Street,2/3/2015,Closed - Approved
2019-002385STR,2/25/2021,Active,STR,234 Vienna Street,2/26/2019,Closed - Approved
2015-001142STR,2/25/2021,Active,STR,45 Upper Terrace,2/3/2015,Closed - Approved
2015-001153STR,2/25/2021,Active,STR,412 Mississippi St,2/3/2015,Closed - Approved
2015-001291STR,2/26/2021,Active,STR,424 Clipper Street,2/5/2015,Closed - Approved
2015-001471STR,2/26/2021,Active,STR,928 Carolina Street,2/10/2015,Closed - Approved
2015-001112STR,2/26/2021,Active,STR,80 Canyon Drive,2/2/2015,Closed - Approved
2018-014991STR,2/26/2021,Active,STR,222 SADOWA ST,11/1/2018,Closed - Approved
2017-010515STR,2/26/2021,Inactive,STR,767 Carolina Street Unit B,8/16/2017,Closed - Approved
2017-011133STR,2/26/2021,Active,STR,220 Castro Street,8/30/2017,Closed - Approved
2015-001333STR,2/26/2021,Active,STR,1310 Valencia Street,2/6/2015,Closed - Approved
2019-002427STR,2/27/2021,Active,STR,235 London Street,2/27/2019,Closed - Approved
2019-002423STR,2/27/2021,Active,STR,1250 Washington Street,2/27/2019,Closed - Approved
2018-000749STR,2/27/2021,Active,STR,325 Potrero Avenue Unit 2,1/10/2018,Closed - Approved
2019-002536STR,2/27/2021,Active,STR,419 17th Avenue,2/28/2019,Closed - Approved
2019-002418STR,2/27/2021,Active,STR,612 Arlington Street,2/27/2019,Closed - Approved
2019-002594STR,2/28/2021,Active,STR,804 Avalon Avenue,3/1/2019,Closed - Approved
2019-002606STR,2/28/2021,Active,STR,145 Hampshire Street Unit B,3/1/2019,Closed - Approved
2018-004923STR,2/28/2021,Active,STR,1515 Guerrero Street,3/6/2018,Closed - Approved
2018-001751STR,2/28/2021,Active,STR,315 Parker Avenue,2/1/2018,Closed - Approved
2019-002568STR,2/28/2021,Active,STR,1876 Turk Street,3/1/2019,Closed - Approved
2015-001461STR,3/1/2021,Active,STR,746 Kansas Street,2/10/2015,Closed - Approved
2015-001160STR,3/1/2021,Active,STR,137 DORADO TER,2/3/2015,Closed - Approved
2019-002622STR,3/3/2021,Active,STR,68 McCoppin Street Apt. 10,3/4/2019,Closed - Approved
2018-013156STR,3/3/2021,Active,STR,215 10th Avenue (new application after prior expiration,9/25/2018,Closed - Approved
2019-002696STR,3/4/2021,Active,STR,128 Faith Street,3/5/2019,Closed - Approved
2019-002708STR,3/4/2021,Active,STR,1577 16th Avenue,3/5/2019,Closed - Approved
2019-002809STR,3/5/2021,Active,STR,15 SANTA ROSA AVE,3/6/2019,Closed - Approved
2016-016620STR,3/5/2021,Active,STR,280 Lily Street,12/30/2016,Closed - Approved
2016-015011STR,3/6/2021,Active,STR,40 Princeton Street,11/21/2016,Closed - Approved
2019-002798STR,3/6/2021,Active,STR,433 Valley Street,3/6/2019,Closed - Approved
2019-002794STR,3/6/2021,Active,STR,11 Norwich Street,3/6/2019,Closed - Approved
2019-002901STR,3/7/2021,Active,STR,2004 22nd Street,3/8/2019,Closed - Approved
2017-002621STR,3/8/2021,Active,STR,1162 Dolores Street,3/3/2017,Closed - Approved
2017-002367STR,3/8/2021,Active,STR,9 Prospect Avenue,2/27/2017,Closed - Approved
2015-001794STR,3/8/2021,Active,STR,3233 Octavia Street #1,2/17/2015,Closed - Approved
2015-001924STR,3/9/2021,Active,STR,426 Moraga St,2/19/2015,Closed - Approved
2015-002615STR,3/9/2021,Active,STR,220 Guerrero  Unit #1,3/3/2015,Closed - Approved
2015-002753STR,3/9/2021,Active,STR,1731 Lyon Street,3/5/2015,Closed - Approved
2015-001590STR,3/9/2021,Active,STR,1927 Ellis Street,2/12/2015,Closed - Approved
2019-002797STR,3/10/2021,Active,STR,2852 25th Street,3/6/2019,Closed - Approved
2015-001279STR,3/10/2021,Active,STR,361 Capstrano Ave,2/5/2015,Closed - Approved
2015-002183STR,3/10/2021,Active,STR,539 2nd Ave,2/25/2015,Closed - Approved
2015-001455STR,3/10/2021,Active,STR,262 Hermann Street,2/10/2015,Closed - Approved
2015-002168STR,3/10/2021,Active,STR,1526 Waller Street,2/25/2015,Closed - Approved
2018-017289STR,3/11/2021,Active,STR,89 Belcher Street,12/27/2018,Closed - Approved
2018-004802STR,3/12/2021,Active,STR,1101 Gilman Avenue,12/19/2017,Closed - Approved
2019-003603STR,3/12/2021,Active,STR,435 China Basin Street Unit 332,3/13/2019,Closed - Approved
2018-004849STR,3/12/2021,Active,STR,259 Clara Street Unit 101,1/15/2018,Closed - Approved
2018-000270STR,3/12/2021,Active,STR,618 23rd Avenue,11/22/2017,Closed - Approved
2017-003085STR,3/13/2021,Active,STR,1834 44th Avenue,3/14/2017,Closed - Approved
2019-003584STR,3/13/2021,Active,STR,843 Hayes Street,3/13/2019,Closed - Approved
2019-003597STR,3/13/2021,Active,STR,359 Waller Street Apt. 5,3/13/2019,Closed - Approved
2017-002625STR,3/13/2021,Active,STR,453 MInna Street,3/3/2017,Closed - Approved
2019-003735STR,3/14/2021,Active,STR,3036 Market Street,3/15/2019,Closed - Approved
2019-002094STR,3/14/2021,Active,STR,149 11th Avenue,2/20/2019,Closed - Approved
2017-000239STR,3/15/2021,Active,STR,55 9th Street Unit 909,1/6/2017,Closed - Approved
2017-002856STR,3/16/2021,Active,STR,562 Sanchez Street,3/8/2017,Closed - Approved
2015-002539STR,3/17/2021,Active,STR,3537 21st Street,3/2/2015,Closed - Approved
2018-004900STR,3/17/2021,Active,STR,137 Farallones Street,2/19/2018,Closed - Approved
2018-005106STR,3/18/2021,Active,STR,1121 Noe Street,2/16/2018,Closed - Approved
2019-003948STR,3/18/2021,Active,STR,2501 Harrison Street Unit 5,3/19/2019,Closed - Approved
2018-000344STR,3/18/2021,Active,STR,3809 Cesar Chavez Street,12/22/2017,Closed - Approved
2015-002043STR,3/19/2021,Active,STR,767 San Bruno Avenue,2/23/2015,Closed - Approved
2015-002707STR,3/19/2021,Active,STR,77 Grand View Avenue #303,3/4/2015,Closed - Approved
2015-002193STR,3/19/2021,Active,STR,2722 Bryant Street,2/25/2015,Closed - Approved
2019-003998STR,3/19/2021,Active,STR,628 Steiner Street,3/20/2019,Closed - Approved
2015-002035STR,3/19/2021,Active,STR,110A Chattanooga Street,2/23/2015,Closed - Approved
2019-003990STR,3/20/2021,Active,STR,156 Arlington Street,3/20/2019,Closed - Approved
2019-003973STR,3/20/2021,Active,STR,303 Lake Street,3/20/2019,Closed - Approved
2019-004025STR,3/20/2021,Active,STR,1035 Bush Street Apt. 14,3/20/2019,Closed - Approved
2019-001777STR,3/21/2021,Active,STR,136 6th Street Apt. 203,2/13/2019,Closed - Approved
2019-003633STR,3/24/2021,Active,STR,2819 22nd Street,3/13/2019,Closed - Approved
2019-004020STR,3/24/2021,Active,STR,45 Varennes Street,3/20/2019,Closed - Approved
2018-013787STR,3/24/2021,Active,STR,2587 37th Avenue,10/10/2018,Closed - Approved
2018-004947STR,3/24/2021,Active,STR,4021 20th Street,3/12/2018,Closed - Approved
2015-002856STR,3/24/2021,Active,STR,1205 Oak Street #4,3/9/2015,Closed - Approved
2015-002602STR,3/24/2021,Active,STR,679 Page Street,3/3/2015,Closed - Approved
2019-004336STR,3/25/2021,Active,STR,771 Clayton Street,3/26/2019,Closed - Approved
2019-004276STR,3/25/2021,Active,STR,162 Brewster Street,3/26/2019,Closed - Approved
2018-016685STR,3/26/2021,Active,STR,139 Stillman Street Unit 8,12/11/2018,Closed - Approved
2015-002729STR,3/26/2021,Active,STR,1300 Mariposa Street,3/5/2015,Closed - Approved
2015-002746STR,3/26/2021,Active,STR,507 Vicente Street,3/5/2015,Closed - Approved
2017-002849STR,3/27/2021,Active,STR,1137 Treat Avenue,3/8/2017,Closed - Approved
2019-000501STR,3/27/2021,Active,STR,1133 Folsom Street,1/11/2019,Closed - Approved
2019-004489STR,3/28/2021,Active,STR,831 28th Avenue,3/29/2019,Closed - Approved
2018-008611STR,3/28/2021,Active,STR,3526 Fulton Street,6/18/2018,Closed - Approved
2017-001636STR,3/28/2021,Active,STR,36 CAMP ST,2/8/2017,Closed - Approved
2019-004493STR,3/28/2021,Active,STR,55 Dolores Street Apt 6,3/29/2019,Closed - Approved
2019-004486STR,3/28/2021,Active,STR,1911 Ellis Street,3/29/2019,Closed - Approved
2015-002866STR,3/29/2021,Active,STR,414 Cortland Ave.,3/9/2015,Closed - Approved
2015-002591STR,3/29/2021,Active,STR,601 Moraga Street,3/3/2015,Closed - Approved
2015-001733STR,3/29/2021,Active,STR,180 Bonview Street,2/13/2015,Closed - Approved
2015-001550STR,3/30/2021,Active,STR,56A Patton Street,2/11/2015,Closed - Approved
2015-003975STR,3/30/2021,Active,STR,1751 Market Street Unit 8 - Suspended,3/30/2015,Closed - Approved
2017-002145STR,3/30/2021,Active,STR,1155 Stanyan Street,2/21/2017,Closed - Approved
2015-002247STR,3/31/2021,Active,STR,1165 Bosworth Street,2/26/2015,Closed - Approved
2015-002264STR,3/31/2021,Active,STR,132 Winfield Street,2/26/2015,Closed - Approved
2019-004560STR,3/31/2021,Active,STR,506 Eureka Street,4/1/2019,Closed - Approved
2018-015593STR,3/31/2021,Active,STR,95 Zircon Place,11/14/2018,Closed - Approved
2019-004394STR,3/31/2021,Active,STR,380 Arguello Boulevard,3/27/2019,Closed - Approved
2019-004525STR,3/31/2021,Active,STR,1974 Bush Street,4/1/2019,Closed - Approved
2019-004541STR,3/31/2021,Active,STR,610 Illinois Street Unit 103,4/1/2019,Closed - Approved
2015-002680STR,3/31/2021,Active,STR,1128 Pine Street,3/4/2015,Closed - Approved
2015-002812STR,3/31/2021,Active,STR,563 4th Ave,3/6/2015,Closed - Approved
2019-004646STR,4/1/2021,Active,STR,1516 Castro Street,4/2/2019,Closed - Approved
2015-002782STR,4/2/2021,Active,STR,104 Point Lobos Avenue,3/5/2015,Closed - Approved
2015-002781STR,4/2/2021,Active,STR,147 Caselli Avenue,3/5/2015,Closed - Approved
2019-004680STR,4/3/2021,Active,STR,500 Blanken Avenue,4/3/2019,Closed - Approved
2019-003639STR,4/3/2021,Active,STR,2351 29th Avenue,3/13/2019,Closed - Approved
2019-004690STR,4/3/2021,Active,STR,4038 Lawton Street,4/3/2019,Closed - Approved
2019-004658STR,4/3/2021,Active,STR,254 San Jose Avenue,4/3/2019,Closed - Approved
2019-004782STR,4/4/2021,Active,STR,584 Funston Avenue,4/4/2019,Closed - Approved
2019-004828STR,4/4/2021,Active,STR,620 Baker Street Unit 4,4/5/2019,Closed - Approved
2019-004821STR,4/4/2021,Active,STR,261 Ellsworth Street Unit A,4/5/2019,Closed - Approved
2018-010731STR,4/4/2021,Active,STR,3851 18th Street - 2nd Application,8/3/2018,Closed - Approved
2018-008314STR,4/4/2021,Active,STR,1560 GREENWICH STREET,6/11/2018,Closed - Approved
2015-002541STR,4/5/2021,Active,STR,85 Webster Street,3/2/2015,Closed - Approved
2017-003032STR,4/6/2021,Active,STR,58 Langton Street,3/13/2017,Closed - Approved
2017-003870STR,4/6/2021,Active,STR,430 Staples Avenue,3/29/2017,Closed - Approved
2017-003292STR,4/6/2021,Active,STR,272 Clipper Street,3/17/2017,Closed - Approved
2016-012484STR,4/6/2021,Active,STR,2655 34th Avenue,9/27/2016,Closed - Approved
2018-005111STR,4/7/2021,Active,STR,2394 Bryant Street,2/16/2018,Closed - Approved
2019-004925STR,4/8/2021,Active,STR,1566 Jones Street,4/9/2019,Closed - Approved
2019-004990STR,4/8/2021,Active,STR,1657 7th Avenue,4/9/2019,Closed - Approved
2019-000060STR,4/8/2021,Active,STR,635 Crescent Avenue,1/2/2019,Closed - Approved
2018-011390STR,4/8/2021,Active,STR,158 DOWNEY STREET,8/17/2018,Closed - Approved
2019-004872STR,4/8/2021,Active,STR,786 Minna Street Apt. 12,4/8/2019,Closed - Approved
2015-003395STR,4/9/2021,Active,STR,1656 Golden Gate Ave.,3/18/2015,Closed - Approved
2015-002045STR,4/9/2021,Active,STR,915 Florida Street,2/23/2015,Closed - Approved
2015-003562STR,4/9/2021,Active,STR,1328 Portola Dr.,3/20/2015,Closed - Approved
2017-004122STR,4/9/2021,Active,STR,"388 Noe Street, Apt A",4/4/2017,Closed - Approved
2015-003218STR,4/9/2021,Active,STR,2246 47th Avenue,3/16/2015,Closed - Approved
