PARENT RECORD ID,Governing,Publication_Date,Review_Type
2020-000929PRL,Exemption,1/22/2020,Community Plan-Determination
2020-000931PRL,Exemption,3/11/2021,Project Profile (PRJ)
2020-000932PRL,Exemption,1/22/2020,Categorical Exemption-Stamp
2020-000933PRJ,Exemption,7/2/2020,Project Light (PRL)
2020-000938PRL,Exemption,1/22/2020,Project Light (PRL)
2020-000945PRL,Exemption,1/22/2020,Project Light (PRL)
2020-000946PRL,Exemption,1/22/2020,Project Light (PRL)
2020-000964PRL,Exemption,1/22/2020,Project Profile (PRJ)
2020-000966PRJ,Exemption,4/23/2020,Project Light (PRL)
2020-000970PRJ,Exemption,,Project Light (PRL)
2020-000973PRL,Exemption,1/22/2020,Project Profile (PRJ)
2020-000974PRJ,Exemption,10/28/2020,Project Profile (PRJ)
2020-000976PRJ,Exemption,1/28/2020,Public Project Exemption
2020-000995PRJ,Exemption,7/17/2020,Project Light (PRL)
2020-001001PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001002PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001003PRJ,Exemption,,Project Light (PRL)
2020-001007PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001008PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001009PRJ,Exemption,,Project Light (PRL)
2020-001010PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001028PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001034PRL,Exemption,2/3/2020,Project Profile (PRJ)
2020-001035PRJ,Exemption,,Categorical Exemption-Determination of Historic Resource
2020-001037PRL,Exemption,1/23/2020,Project Profile (PRJ)
2020-001039PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001041PRL,Exemption,1/23/2020,Project Profile (PRJ)
2020-001042PRL,Exemption,1/23/2020,Categorical Exemption-Determination of Historic Resource
2020-001043PRL,Exemption,1/23/2020,Project Profile (PRJ)
2020-001044PRL,Exemption,1/23/2020,Categorical Exemption-Determination of Historic Resource
2020-001045PRJ,Exemption,5/3/2021,Project Light (PRL)
2020-001047PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001048PRL,Exemption,1/23/2020,Project Profile (PRJ)
2020-001049PRJ,Exemption,2/7/2020,Project Profile (PRJ)
2020-001052PRL,Exemption,1/23/2020,Project Profile (PRJ)
2020-001054PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001055PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001056PRJ,Exemption,10/15/2020,Project Light (PRL)
2020-001079PRL,Exemption,1/23/2020,Public Project Exemption
2020-001081PRJ,Exemption,2/19/2020,Project Light (PRL)
2020-001087PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001089PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001090PRJ,Exemption,6/1/2020,Project Light (PRL)
2020-001091PRL,Exemption,1/23/2020,Project Light (PRL)
2020-001101PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001106PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001111PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001112PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001114PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001115PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001116PRJ,Exemption,5/18/2021,Project Profile (PRJ)
2020-001119PRL,Exemption,1/24/2020,Categorical Exemption-Stamp
2020-001120PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001121PRL,Exemption,1/24/2020,Project Profile (PRJ)
2020-001122PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001123PRL,Exemption,1/24/2020,Categorical Exemption-Determination of Historic Resource
2020-001124PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001125PRJ,Exemption,9/21/2021,Project Light (PRL)
2020-001126PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001127PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001128PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001129PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001130PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001131PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001135PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001136PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001138PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001139PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001147PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001148PRL,Exemption,1/24/2020,Project Light (PRL)
2020-001153PRJ,Exemption,2/6/2020,Project Light (PRL)
2020-001158PRJ,Exemption,6/11/2020,Project Light (PRL)
2020-001167PRJ,Exemption,6/11/2020,Project Light (PRL)
2020-001169PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001170PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001171PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001172PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001174PRJ,Exemption,6/17/2020,Project Light (PRL)
2020-001175PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001177PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001178PRJ,Exemption,3/15/2021,Project Light (PRL)
2020-001181PRL,Exemption,1/29/2020,Project Profile (PRJ)
2020-001184PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001187PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001189PRL,Exemption,1/27/2020,Project Profile (PRJ)
2020-001190PRL,Exemption,1/27/2020,Categorical Exemption-Stamp
2020-001191PRL,Exemption,1/27/2020,Project Profile (PRJ)
2020-001192PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001193PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001194PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001195PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001197PRL,Exemption,1/27/2020,Project Light (PRL)
2020-001200PRJ,Exemption,12/15/2020,Project Profile (PRJ)
2020-001203PRJ,Exemption,1/29/2020,Community Plan-Determination
2020-001211PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001212PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001214PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001216PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001218PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001219PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001222PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001223PRL,Exemption,1/28/2020,Statutory Exemption
2020-001224PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001228PRL,Exemption,1/28/2020,Project Profile (PRJ)
2020-001229PRJ,Exemption,1/27/2021,Project Profile (PRJ)
2020-001231PRJ,Exemption,6/26/2020,Project Light (PRL)
2020-001236PRL,Exemption,1/28/2020,Project Profile (PRJ)
2020-001239PRJ,Exemption,4/9/2020,Categorical Exemption-Stamp
2020-001256PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001257PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001258PRJ,Exemption,8/10/2020,Project Light (PRL)
2020-001260PRL,Exemption,1/28/2020,Project Light (PRL)
2020-001267PRL,Exemption,1/29/2020,Project Light (PRL)
2020-001273PRL,Exemption,1/29/2020,Project Light (PRL)
2020-001275PRL,Exemption,1/29/2020,Project Light (PRL)
2020-001281PRJ,Exemption,1/30/2020,Project Profile (PRJ)
2020-001286PRJ,Exemption,12/11/2020,Project Light (PRL)
2020-001288PRL,Exemption,1/29/2020,Categorical Exemption-Determination of Historic Resource
2020-001291PRL,Exemption,1/29/2020,Project Profile (PRJ)
2020-001292PRL,Exemption,1/29/2020,Project Light (PRL)
2020-001294PRJ,Exemption,7/14/2020,Public Project Exemption
2020-001297PRJ,Exemption,8/3/2020,Project Light (PRL)
2020-001302PRL,Exemption,1/29/2020,Project Light (PRL)
2020-001310PRL,Exemption,1/29/2020,Project Light (PRL)
2020-001318PRJ,Exemption,5/1/2020,Project Light (PRL)
2020-001323PRL,Exemption,1/30/2020,Project Light (PRL)
2020-001324PRL,Exemption,1/30/2020,Project Profile (PRJ)
2020-001325PRL,Exemption,1/30/2020,Categorical Exemption-Determination of Historic Resource
2020-001326PRL,Exemption,1/30/2020,Project Light (PRL)
2020-001328PRL,Exemption,1/30/2020,Project Light (PRL)
2020-001331PRL,Exemption,12/9/2020,Project Light (PRL)
2020-001333PRL,Exemption,2/4/2020,Project Profile (PRJ)
2020-001334PRL,Exemption,2/3/2020,Categorical Exemption-Class 32
2020-001335PRL,Exemption,1/30/2020,Categorical Exemption-Class 32
2020-001337PRL,Exemption,1/30/2020,Project Profile (PRJ)
2020-001339PRL,Exemption,1/30/2020,Project Light (PRL)
2020-001340PRL,Exemption,1/30/2020,Project Light (PRL)
2020-001341PRL,Exemption,1/30/2020,Project Profile (PRJ)
2020-001343PRL,Exemption,1/30/2020,Categorical Exemption-Stamp
2020-001346PRL,Exemption,1/30/2020,Project Light (PRL)
2020-001347PRL,Exemption,1/30/2020,Project Profile (PRJ)
2020-001349PRJ,Exemption,,Categorical Exemption-Determination of Historic Resource
2020-001350PRL,Exemption,1/30/2020,Categorical Exemption-Class 32
2020-001359PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001360PRL,Exemption,9/27/2020,Project Light (PRL)
2020-001366PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001368PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001369PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001370PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001374PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001376PRL,Exemption,1/31/2020,Project Profile (PRJ)
2020-001377PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001378PRL,Exemption,1/31/2020,Project Profile (PRJ)
2020-001380PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001382PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001383PRL,Exemption,1/31/2020,Categorical Exemption-Determination of Historic Resource
2020-001384PRJ,Exemption,5/11/2020,Project Profile (PRJ)
2020-001385PRL,Exemption,1/31/2020,Project Profile (PRJ)
2020-001387PRL,Exemption,2/4/2020,Project Profile (PRJ)
2020-001388PRL,Exemption,1/31/2020,Categorical Exemption-Stamp
2020-001391PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001392PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001393PRL,Exemption,1/31/2020,Project Light (PRL)
2020-001404PRL,Exemption,1/31/2020,Statutory Exemption
2020-001410PRJ,0,,Project Light (PRL)
2020-001412PRJ,Exemption,7/20/2020,Project Light (PRL)
2020-001414PRJ,Exemption,2/10/2021,Project Light (PRL)
2020-001417PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001420PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001422PRL,Exemption,2/3/2020,Categorical Exemption-Class 32
2020-001427PRL,Exemption,2/3/2020,Project Profile (PRJ)
2020-001430PRJ,Exemption,12/23/2020,Project Profile (PRJ)
2020-001437PRL,Exemption,2/3/2020,Public Project Exemption
2020-001439PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001441PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001443PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001458PRL,Exemption,2/3/2020,Project Profile (PRJ)
2020-001466PRL,Exemption,2/4/2020,Project Light (PRL)
2020-001474PRJ,Exemption,10/6/2020,Project Light (PRL)
2020-001478PRL,Exemption,2/3/2020,Project Light (PRL)
2020-001481PRJ,Exemption,,Project Light (PRL)
2020-001485PRJ,Exemption,,Project Light (PRL)
2020-001498PRL,Exemption,2/4/2020,Project Profile (PRJ)
2020-001553PRL,Exemption,2/4/2020,Project Light (PRL)
2020-001557PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001559PRJ,Exemption,7/7/2020,Project Light (PRL)
2020-001562PRL,Exemption,2/4/2020,Project Profile (PRJ)
2020-001565PRL,Exemption,2/4/2020,Categorical Exemption-Stamp
2020-001566PRL,Exemption,2/4/2020,Public Project Exemption
2020-001568PRJ,Exemption,4/15/2020,Project Light (PRL)
2020-001574PRL,Exemption,2/4/2020,Project Light (PRL)
2020-001575PRJ,Exemption,5/27/2020,Project Light (PRL)
2020-001578PRJ,Exemption,12/3/2020,Project Profile (PRJ)
2020-001580PRJ,Exemption,2/18/2021,Categorical Exemption-Stamp
2020-001584PRJ,Exemption,11/10/2020,Public Project Exemption
2020-001585PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001586PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001587PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001588PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001589PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001591PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001592PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001600PRJ,Exemption,,Project Light (PRL)
2020-001601PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001602PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001603PRJ,Exemption,10/8/2020,Project Light (PRL)
2020-001605PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001606PRJ,Exemption,2/10/2021,Project Light (PRL)
2020-001608PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001609PRL,Exemption,2/5/2020,Project Light (PRL)
2020-001610PRJ,Exemption,5/24/2021,Categorical Exemption-Determination of Historic Resource
2020-001611PRL,Exemption,2/5/2020,Project Profile (PRJ)
2020-001612PRL,Exemption,2/5/2020,Categorical Exemption-Stamp
2020-001613PRL,Exemption,2/5/2020,Project Profile (PRJ)
2020-001616PRL,Exemption,2/5/2020,Project Profile (PRJ)
2020-001625PRL,Exemption,2/5/2020,Categorical Exemption-Determination of Historic Resource
2020-001627PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001636PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001637PRL,Exemption,2/6/2020,Statutory Exemption
2020-001638PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001639PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001640PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001641PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001643PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001645PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001648PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001660PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001665PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001668PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001674PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001682PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001703PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001710PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001711PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001713PRJ,Exemption,6/16/2020,Project Light (PRL)
2020-001717PRJ,Exemption,3/9/2020,Project Light (PRL)
2020-001721PRJ,Exemption,,Project Profile (PRJ)
2020-001725PRJ,Exemption,8/11/2020,Project Light (PRL)
2020-001727PRL,Exemption,2/6/2020,Project Light (PRL)
2020-001738PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001740PRL,Exemption,2/7/2020,Project Profile (PRJ)
2020-001744PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001754PRJ,Exemption,7/9/2020,Project Light (PRL)
2020-001755PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001757PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001758PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001760PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001762PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001763PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001766PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001772PRJ,Exemption,10/22/2021,Project Light (PRL)
2020-001773PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001787PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001799PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001802PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001804PRL,Exemption,2/7/2020,Project Light (PRL)
2020-001809PRJ,Exemption,,Project Light (PRL)
2020-001814PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001816PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001817PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001818PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001823PRL,Exemption,5/4/2020,Project Light (PRL)
2020-001825PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001826PRL,Exemption,2/10/2020,Project Profile (PRJ)
2020-001827PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001829PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001831PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001833PRL,Exemption,2/10/2020,Project Profile (PRJ)
2020-001834PRL,Exemption,2/10/2020,Project Profile (PRJ)
2020-001835PRL,Exemption,2/10/2020,Public Project Exemption
2020-001836PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001837PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001839PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001840PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001841PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001842PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001846PRL,Exemption,2/10/2020,Project Profile (PRJ)
2020-001847PRL,Exemption,2/10/2020,Public Project Exemption
2020-001851PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001853PRL,Exemption,2/10/2020,Project Light (PRL)
2020-001856PRL,Exemption,2/10/2020,Categorical Exemption-Determination of Historic Resource
2020-001865PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-001880PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001881PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001882PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001883PRJ,Exemption,2/25/2020,Project Light (PRL)
2020-001885PRL,Exemption,2/11/2020,Project Profile (PRJ)
2020-001886PRL,Exemption,2/11/2020,Categorical Exemption-Determination of Historic Resource
2020-001889PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001890PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001891PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001893PRL,Exemption,2/11/2020,Project Profile (PRJ)
2020-001894PRJ,Exemption,9/25/2020,Project Light (PRL)
2020-001896PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001897PRL,Exemption,2/11/2020,Project Profile (PRJ)
2020-001898PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001899PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001900PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001901PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001902PRJ,Exemption,7/14/2020,Project Light (PRL)
2020-001906PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001907PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001909PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001912PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001914PRL,Exemption,2/11/2020,Public Project Exemption
2020-001915PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001920PRL,Exemption,2/11/2020,Categorical Exemption-Stamp
2020-001921PRJ,Exemption,8/31/2020,Project Light (PRL)
2020-001922PRL,Exemption,2/11/2020,Project Profile (PRJ)
2020-001923PRL,Exemption,2/11/2020,Project Light (PRL)
2020-001931PRL,Exemption,2/12/2020,Project Light (PRL)
2020-001934PRL,Exemption,2/12/2020,Project Light (PRL)
2020-001936PRL,Exemption,2/12/2020,Project Light (PRL)
2020-001937PRL,Exemption,2/19/2020,Project Light (PRL)
2020-001938PRL,Exemption,2/12/2020,Project Light (PRL)
2020-001941PRL,Exemption,2/12/2020,Project Light (PRL)
2020-001942PRJ,Exemption,6/4/2020,Project Light (PRL)
2020-001945PRL,Exemption,2/12/2020,Project Light (PRL)
2020-001950PRJ,Exemption,2/13/2020,Project Light (PRL)
2020-001960PRJ,Exemption,8/18/2020,Project Profile (PRJ)
2020-001963PRL,Exemption,2/12/2020,Project Profile (PRJ)
2020-001966PRL,Exemption,2/12/2020,Project Light (PRL)
2020-001968PRL,Exemption,2/18/2020,Project Light (PRL)
2020-001973PRJ,Exemption,5/24/2021,Project Light (PRL)
2020-001974PRL,Exemption,2/13/2020,Project Light (PRL)
2020-001975PRL,Exemption,2/13/2020,Project Light (PRL)
2020-001976PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-001978PRL,Exemption,2/13/2020,Project Light (PRL)
2020-001980PRL,Exemption,2/13/2020,Project Light (PRL)
2020-001982PRL,Exemption,2/13/2020,Project Light (PRL)
2020-001983PRJ,Exemption,2/19/2020,Project Profile (PRJ)
2020-001987PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-001988PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-001991PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-001992PRL,Exemption,2/13/2020,Project Light (PRL)
2020-001993PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-001996PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002007PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002008PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002010PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002011PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002013PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002016PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-002018PRL,Exemption,2/13/2020,Categorical Exemption-Determination of Historic Resource
2020-002020PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002021PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-002023PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002024PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-002025PRL,Exemption,2/13/2020,Categorical Exemption-Determination of Historic Resource
2020-002027PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-002029PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-002031PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002032PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002034PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002038PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-002039PRL,Exemption,2/13/2020,Project Profile (PRJ)
2020-002040PRL,Exemption,2/13/2020,Categorical Exemption-Stamp
2020-002042PRL,Exemption,2/13/2020,Project Light (PRL)
2020-002049PRJ,Exemption,3/11/2020,Project Light (PRL)
2020-002057PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002067PRJ,Exemption,,Project Light (PRL)
2020-002075PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002076PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002077PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002078PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002083PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002084PRJ,Exemption,7/28/2020,Project Light (PRL)
2020-002085PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002090PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002091PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002102PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002116PRL,Exemption,2/14/2020,Project Light (PRL)
2020-002117PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002118PRJ,Exemption,3/26/2020,Project Light (PRL)
2020-002119PRL,Exemption,2/14/2020,Project Profile (PRJ)
2020-002122PRJ,Exemption,3/26/2020,Project Light (PRL)
2020-002123PRL,Exemption,1/28/2021,Project Light (PRL)
2020-002263PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002264PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002265PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002266PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002267PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002268PRL,Exemption,2/18/2020,Categorical Exemption-Class 32
2020-002269PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002271PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002273PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002277PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002279PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002280PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002283PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002285PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002289PRL,Exemption,2/24/2020,Project Light (PRL)
2020-002293PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002295PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002297PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002298PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002299PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002300PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002302PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002303PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002306PRJ,Exemption,7/22/2020,Project Light (PRL)
2020-002308PRJ,Exemption,2/18/2020,Project Light (PRL)
2020-002312PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002313PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002314PRJ,Exemption,3/31/2020,Project Profile (PRJ)
2020-002315PRJ,Exemption,9/14/2020,Project Light (PRL)
2020-002317PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002321PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002322PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002325PRJ,Exemption,,Categorical Exemption-Stamp
2020-002328PRJ,Exemption,8/10/2021,Project Profile (PRJ)
2020-002329PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002333PRJ,Exemption,10/20/2020,Project Light (PRL)
2020-002334PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002339PRL,Exemption,2/18/2020,Public Project Exemption
2020-002343PRL,Exemption,2/18/2020,Project Profile (PRJ)
2020-002346PRL,Exemption,2/18/2020,Project Light (PRL)
2020-002348PRJ,Exemption,2/19/2020,Project Light (PRL)
2020-002357PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002360PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002371PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002372PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002373PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002374PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002378PRJ,Exemption,8/27/2020,Project Light (PRL)
2020-002384PRL,Exemption,3/5/2020,Project Light (PRL)
2020-002388PRJ,Exemption,11/13/2020,Project Light (PRL)
2020-002390PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002392PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002396PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002398PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002400PRJ,Exemption,5/22/2020,Project Profile (PRJ)
2020-002402PRL,Exemption,2/19/2020,Project Profile (PRJ)
2020-002403PRJ,Exemption,,Categorical Exemption-Determination of Historic Resource
2020-002404PRL,Exemption,2/19/2020,Project Profile (PRJ)
2020-002408PRJ,Exemption,5/13/2020,Project Light (PRL)
2020-002410PRL,Exemption,2/19/2020,Project Light (PRL)
2020-002414PRJ,Exemption,6/3/2020,Project Profile (PRJ)
